;lon,lat,descr
3.70856, 51.01523, "RF - 120KMH - 020"
3.70879, 51.01508, "RF - 120KMH - 019"
3.785, 50.995, "RF - 120KMH - 004"
3.785, 50.9952, "RF - 120KMH - 017"
4.3337, 50.90721, "RF - 120KMH - 021"
4.33455, 50.90819, "RF - 120KMH - 015"
4.46903, 50.86889, "RF - 120KMH - 013"
4.47802, 50.85072, "RF - 120KMH - 014"
4.58131, 50.71942, "RF - 120KMH - 012"
4.61294, 50.70333, "RF - 120KMH - 002"
4.61453, 50.86053, "RF - 120KMH - 011"
4.76234, 50.94235, "RF - 120KMH - 018"
5.33556, 50.54888, "RF - 120KMH - 005"
5.58942, 50.67991, "RF - 120KMH - 006"
5.59002, 50.68023, "RF - 120KMH - 007"
5.60177, 50.68408, "RF - 120KMH - 016"
5.63245, 50.68822, "RF - 120KMH - 008"
5.63347, 50.6881, "RF - 120KMH - 009"
5.67337, 50.67645, "RF - 120KMH - 001"
5.67418, 50.67609, "RF - 120KMH - 010"
5.67949, 51.0149, "RF - 120KMH - 003"
