;lon,lat,descr
3.5201, 51.49665, "[ZL][BIGGEKERKE-001]Rondweg  ( N51.49665 E3.5201 ) "
3.59849, 51.47466, "[ZL][VLISSINGEN-001]Nieuwe Vlissingseweg ( N51.47466 E3.59849 ) "
3.62001, 51.57535, "[ZL][VROUWENPOLDER-001]Vrouwenpolderseweg ( N51.57535 E3.62001 ) "
3.8619, 51.30706, "[ZL][TERNEUZEN-001]Hoofdweg ( N51.30706 E3.8619 ) "
3.86843, 51.52999, "[ZL][GOES-003]Deltaweg ( N51.52999 E3.86843 ) "
4.18964, 51.53814, "[ZL][THOLEN-001]Postweg ( N51.53814 E4.18964 ) "
4.44075, 51.93175, "[ZH][ROTTERDAM-049]Snelweg A20 richting Gouda ( N51.93175 E4.44075 ) "
4.46266, 51.93863, "[ZH][ROTTERDAM-012]Oprit naar A20 ( N51.93863 E4.46266 ) "
4.62446, 52.25173, "[ZH][NIEUWVENNEP-003]Leimuiderweg ( N52.25173 E4.62446 ) "
4.62502, 52.25188, "[ZH][NIEUWVENNEP-006]N207 ( N52.25188 E4.62502 ) "
4.65272, 52.24004, "[ZH][NIEUWVENNEP-001]Leimuiderweg ( N52.24004 E4.65272 ) "
4.79196, 52.25121, "[NH][DEKWAKEL-002]N201 ( N52.25121 E4.79196 ) "
5.08859, 52.06198, "[UT][UTRECHT-036]A12 ( N52.06198 E5.08859 ) "
5.09274, 52.06034, "[UT][UTRECHT-037]A12 ( N52.06034 E5.09274 ) "
5.17133, 51.59283, "[NB][OISTERWIJK-003]N65 ( N51.59283 E5.17133 ) "
5.17194, 51.59343, "[NB][OISTERWIJK-002]N65 ( N51.59343 E5.17194 ) "
5.23638, 52.10766, "[UT][ZEIST-001]N237 ( N52.10766 E5.23638 ) "
5.23758, 51.62973, "[NB][HELVOIRT-001]N65 ( N51.62973 E5.23758 ) "
5.25961, 52.11419, "[UT][SOESTERBERG-001]N237 ( N52.11419 E5.25961 ) "
5.42906, 51.46712, "[NB][EINDHOVEN-019]Anthony Fokkerweg ( N51.46712 E5.42906 ) "
5.43583, 51.47108, "[NB][EINDHOVEN-021]Anthony Fokkerweg ( N51.47108 E5.43583 ) "
4.58551, 52.26924, "[ZH][NIEUWVENNEP-007]N207 ( N52.26924 E4.58551 ) "
4.58601, 52.26898, "[ZH][NIEUWVENNEP-004]Leimuiderweg ( N52.26898 E4.58601 ) "
4.60284, 52.26008, "[ZH][NIEUWVENNEP-002]Leimuiderweg ( N52.26008 E4.60284 ) "
4.60341, 52.25978, "[ZH][NIEUWVENNEP-005]N207 ( N52.25978 E4.60341 ) "
4.66378, 52.32119, "[NH][HOOFDDORP-005]N201 ( N52.32119 E4.66378 ) "
4.72338, 52.28873, "[NH][HOOFDDORP-002]N201 ( N52.28873 E4.72338 ) "
4.72396, 52.28863, "[NH][HOOFDDORP-001]N201 ( N52.28863 E4.72396 ) "
4.73881, 52.50258, "[NH][KROMMENIE-003]N8 ( N52.50258 E4.73881 ) "
4.74114, 52.50136, "[NH][KROMMENIE-004]N8 ( N52.50136 E4.74114 ) "
4.76711, 52.25898, "[NH][AALSMEER-001]N201 ( N52.25898 E4.76711 ) "
5.04663, 52.64768, "[NH][HOORN-001]Provinciale weg ( N52.64768 E5.04663 ) "
5.04711, 52.64798, "[NH][HOORN-002]Provincialeweg ( N52.64798 E5.04711 ) "
5.17469, 52.3445, "[FL][ALMERE-008]Hogering ( N52.3445 E5.17469 ) "
5.17554, 52.34393, "[FL][ALMERE-007]Hogering ( N52.34393 E5.17554 ) "
5.17566, 52.34423, "[FL][ALMERE-006]Hogering ( N52.34423 E5.17566 ) "
5.22738, 52.39266, "[FL][ALMERE-004]Hogering ( N52.39266 E5.22738 ) "
5.22761, 52.39293, "[FL][ALMERE-005]Hogering ( N52.39293 E5.22761 ) "
5.25861, 52.40222, "[FL][ALMERE-010]Buitenring  ( N52.40222 E5.25861 ) "
5.25867, 52.40216, "[FL][ALMERE-012]Buitenring  ( N52.40216 E5.25867 ) "
5.25917, 52.40278, "[FL][ALMERE-011]Buitenring  ( N52.40278 E5.25917 ) "
5.26129, 52.28283, "[NH][HUIZEN-001]Randweg ( N52.28283 E5.26129 ) "
5.26261, 52.28273, "[NH][HUIZEN-002]Randweg ( N52.28273 E5.26261 ) "
5.46066, 51.64479, "[NB][DINTHERHEESWIJK-001]N279 ( N51.64479 E5.46066 ) "
5.46119, 51.64464, "[NB][DINTHERHEESWIJK-002]N279 ( N51.64464 E5.46119 ) "
5.6976, 51.48803, "[NB][HELMOND-018]Wolfsputterbaan ( N51.48803 E5.6976 ) "
5.69833, 51.48804, "[NB][HELMOND-008]Wolsputterlaan ( N51.48804 E5.69833 ) "
5.80632, 50.99164, "[LB][GELEEN-004]Urmonderbaan ( N50.99164 E5.80632 ) "
5.80679, 50.99186, "[LB][GELEEN-005]Urmonderbaan ( N50.99186 E5.80679 ) "
5.82516, 50.99199, "[LB][GELEEN-002]Urmonderbaan  ( N50.99199 E5.82516 ) "
5.82556, 50.99205, "[LB][GELEEN-003]Urmonderbaan ( N50.99205 E5.82556 ) "
5.84436, 51.00822, "[LB][SITTARD-008]Provinciale Weg ( N51.00822 E5.84436 ) "
5.85013, 51.01376, "[LB][SITTARD-007]Hasseltsebaan ( N51.01376 E5.85013 ) "
5.86209, 51.18601, "[LB][GRATHEM-001]Napoleonsweg-Zuid ( N51.18601 E5.86209 ) "
5.86274, 51.18631, "[LB][GRATHEM-003]Napoleonsweg-Noord ( N51.18631 E5.86274 ) "
5.89231, 51.62413, "[NB][SINTANTHONIS-002]Boxmeerseweg ( N51.62413 E5.89231 ) "
5.89333, 51.62463, "[NB][SINTANTHONIS-001]Boxmeerseweg ( N51.62463 E5.89333 ) "
5.91428, 50.81161, "[LB][WITTEM-001]N278 ( N50.81161 E5.91428 ) "
5.91503, 50.81159, "[LB][WITTEM-002]N278 ( N50.81159 E5.91503 ) "
5.92649, 51.21591, "[LB][HORN-002]Napoleonsweg ( N51.21591 E5.92649 ) "
5.92691, 51.21613, "[LB][HORN-003]Napoleonsweg ( N51.21613 E5.92691 ) "
6.02131, 51.28198, "[LB][KESSELEIK-001]Rijksweg ( N51.28198 E6.02131 ) "
6.02176, 51.28231, "[LB][KESSELEIK-002]Rijksweg ( N51.28231 E6.02176 ) "
6.04798, 51.60313, "[LB][BERGEN-001]Rijksweg ( N51.60313 E6.04798 ) "
6.04831, 51.60268, "[LB][BERGEN-002]Rijksweg ( N51.60268 E6.04831 ) "
6.46946, 51.95281, "[GD][VARSSEVELD-002]Oostelijke Rondweg ( N51.95281 E6.46946 ) "
6.46948, 51.95308, "[GD][VARSSEVELD-001]N18 ( N51.95308 E6.46948 ) "
5.58005, 51.96627, "[UT][RHENEN-001]Lijnweg ( N51.96627 E5.58005 ) "
5.95416, 51.97062, "[GD][ARNHEM-023]Ijsseloordweg ( N51.97062 E5.95416 ) "
5.95056, 51.97139, "[GD][ARNHEM-021]Westervoortsedijk ( N51.97139 E5.95056 ) "
6.59134, 52.00296, "[GD][LIEVELDE-001]Europaweg ( N52.00296 E6.59134 ) "
6.59197, 52.00345, "[GD][LIEVELDE-002]Europaweg ( N52.00345 E6.59197 ) "
6.62528, 52.05139, "[GD][GROENLO-005]Twenteroute ( N52.05139 E6.62528 ) "
6.62945, 52.06137, "[GD][GROENLO-004]Groenloseweg ( N52.06137 E6.62945 ) "
6.54648, 52.35981, "[OV][WIERDEN-001]Nijverdalsestraat ( N52.35981 E6.54648 ) "
5.57089, 52.39278, "[FL][HARDERBOS-002]Gooiseweg ( N52.39278 E5.57089 ) "
5.57079, 52.39296, "[FL][HARDERBOS-001]Gooiseweg ( N52.39296 E5.57079 ) "
5.59311, 52.40569, "[FL][HARDERBOS-003]Gooiseweg ( N52.40569 E5.59311 ) "
5.59314, 52.40598, "[FL][HARDERBOS-004]Gooiseweg ( N52.40598 E5.59314 ) "
5.88026, 52.55401, "[OV][KAMPEN-001]Flevoweg ( N52.55401 E5.88026 ) "
6.23096, 53.01687, "[FR][DONKERBROEK-001]N381 ( N53.01687 E6.23096 ) "
6.2308, 53.017, "[FR][DONKERBROEK-002]N381 ( N53.017 E6.2308 ) "
6.45654, 53.14624, "[DR][RODEN-001]N372 ( N53.14624 E6.45654 ) "
6.45556, 53.14643, "[DR][RODEN-002]N372 ( N53.14643 E6.45556 ) "
5.99398, 53.17498, "[FR][SUAMEER-001]Van Harinxmaweg ( N53.17498 E5.99398 ) "
5.99379, 53.17516, "[FR][SUAMEER-002]Van Harinxmaweg ( N53.17516 E5.99379 ) "
5.98519, 53.23041, "[FR][VEENWOUDEN-002]Zuiderweg ( N53.23041 E5.98519 ) "
