;lon,lat,descr
9.27089, 41.58068, "Num 50200"
1.91612, 41.5875, "Num 3956"
2.25201, 41.58752, "Num 3363"
2.08959, 41.58846, "Num 3361"
1.68012, 41.59255, "Num 47816"
-4.72253, 41.59413, "Num 48572"
2.14096, 41.59732, "Num 47692"
-4.81203, 41.60363, "Num 22287"
2.63268, 41.60441, "Num 3356"
-4.81054, 41.60441, "Num 3223"
2.17972, 41.60625, "Num 22120"
-1.00815, 41.62525, "Num 3232"
-0.86883, 41.62652, "Num 22193"
-0.89955, 41.62957, "Num 22195"
-4.76495, 41.63431, "Num 22223"
2.33626, 41.63438, "Num 22117"
2.23222, 41.63492, "Num 22118"
-4.7186, 41.63596, "Num 22222"
0.79236, 41.63606, "Num 3447"
-4.70234, 41.63694, "Num 48568"
-0.86042, 41.63705, "Num 22192"
-4.74632, 41.63813, "Num 48571"
-4.74629, 41.6382, "Num 40659"
-4.7384, 41.63887, "Num 48570"
-0.85804, 41.64124, "Num 22191"
-4.73249, 41.64281, "Num 48569"
-0.91698, 41.64642, "Num 22199"
2.41618, 41.64873, "Num 3353"
-0.85499, 41.64958, "Num 22190"
-0.96223, 41.65007, "Num 3233"
-0.86352, 41.65123, "Num 22198"
-4.73042, 41.65351, "Num 22224"
-0.92, 41.65353, "Num 22201"
-0.86125, 41.65417, "Num 22197"
1.31153, 41.65431, "Num 47814"
1.16735, 41.65727, "Num 3310"
-0.91487, 41.65749, "Num 22202"
-4.73142, 41.65774, "Num 40657"
1.85836, 41.65811, "Num 3953"
-4.72537, 41.65892, "Num 48558"
0.66071, 41.65895, "Num 47811"
-0.85447, 41.66029, "Num 22189"
2.46071, 41.66154, "Num 3354"
-0.86701, 41.66431, "Num 22196"
1.29745, 41.66639, "Num 47812"
2.76505, 41.67388, "Num 3357"
-0.87004, 41.69433, "Num 47841"
1.84159, 41.69834, "Num 3950"
2.51314, 41.70111, "Num 3355"
2.51836, 41.70523, "Num 22115"
-4.69733, 41.71699, "Num 3222"
2.7112, 41.71826, "Num 22112"
2.9051, 41.71968, "Num 3954"
-0.85534, 41.72058, "Num 3234"
2.5908, 41.73019, "Num 22114"
2.26772, 41.73753, "Num 3316"
2.81578, 41.73932, "Num 3359"
2.81606, 41.74591, "Num 22111"
2.75047, 41.7461, "Num 47679"
2.63125, 41.74635, "Num 47683"
2.75083, 41.74639, "Num 42787"
0.81298, 41.76355, "Num 47690"
1.78868, 41.77194, "Num 47689"
2.77747, 41.77822, "Num 3358"
-2.20995, 41.78082, "Num 47902"
-2.80105, 41.80705, "Num 47909"
2.86168, 41.80887, "Num 3319"
2.96005, 41.82757, "Num 43445"
2.70164, 41.83864, "Num 47678"
-2.45261, 41.84443, "Num 47903"
2.52654, 41.84928, "Num 3317"
3.07348, 41.85133, "Num 22109"
2.70931, 41.87995, "Num 3318"
2.71088, 41.88007, "Num 47677"
2.39069, 41.88342, "Num 3364"
8.71609, 41.90882, "Num 52398"
1.88011, 41.90904, "Num 47688"
-5.50756, 41.91293, "Num 48552"
-7.45616, 41.91981, "Num 27228"
8.75655, 41.93193, "Num 351"
9.39696, 41.96166, "Num 353"
