;lon,lat,descr
3.23872, 50.82613, "RF - 50KMH - 0209"
3.24202, 50.82711, "RF - 50KMH - 0294"
3.24177, 50.82716, "RF - 50KMH - 0379"
3.25435, 50.83189, "RF - 50KMH - 0040"
3.25484, 50.83241, "RF - 50KMH - 0363"
3.25848, 50.83363, "RF - 50KMH - 0189"
3.25885, 50.83406, "RF - 50KMH - 0028"
3.26181, 50.83526, "RF - 50KMH - 0029"
3.26276, 50.83562, "RF - 50KMH - 0133"
3.28184, 50.83641, "RF - 50KMH - 0216"
2.86009, 50.86411, "RF - 50KMH - 0478"
2.85939, 50.86426, "RF - 50KMH - 0477"
2.81762, 50.88575, "RF - 50KMH - 0482"
2.81721, 50.88581, "RF - 50KMH - 0481"
2.81715, 50.88582, "RF - 50KMH - 0480"
2.81778, 50.88588, "RF - 50KMH - 0479"
3.1309, 50.94838, "RF - 50KMH - 0302"
3.13114, 50.94885, "RF - 50KMH - 0084"
3.13867, 50.9509, "RF - 50KMH - 0003"
3.13791, 50.95096, "RF - 50KMH - 0067"
3.13866, 50.9512, "RF - 50KMH - 0019"
3.13786, 50.95129, "RF - 50KMH - 0070"
3.53364, 50.97996, "RF - 50KMH - 0042"
3.53417, 50.98017, "RF - 50KMH - 0066"
2.9101, 50.99246, "RF - 50KMH - 0082"
3.68527, 50.99701, "RF - 50KMH - 0407"
2.86441, 51.02513, "RF - 50KMH - 0357"
2.86433, 51.02531, "RF - 50KMH - 0080"
2.90884, 51.02537, "RF - 50KMH - 0100"
2.89816, 51.0284, "RF - 50KMH - 0083"
3.96825, 50.45307, "RF - 50KMH - 0458"
3.96959, 50.45311, "RF - 50KMH - 0370"
3.96851, 50.45342, "RF - 50KMH - 0460"
3.87611, 50.69917, "RF - 50KMH - 0464"
4.02503, 50.7619, "RF - 50KMH - 0132"
4.02455, 50.76354, "RF - 50KMH - 0094"
3.86516, 50.76464, "RF - 50KMH - 0039"
3.8783, 50.8997, "RF - 50KMH - 0172"
3.87922, 50.90005, "RF - 50KMH - 0058"
4.10471, 50.91333, "RF - 50KMH - 0386"
4.07019, 50.92022, "RF - 50KMH - 0155"
4.06979, 50.92072, "RF - 50KMH - 0276"
4.03071, 50.93277, "RF - 50KMH - 0171"
4.05468, 50.9331, "RF - 50KMH - 0154"
4.0554, 50.93314, "RF - 50KMH - 0304"
4.02757, 50.93708, "RF - 50KMH - 0186"
4.02698, 50.9376, "RF - 50KMH - 0081"
4.0238, 50.93823, "RF - 50KMH - 0079"
4.02448, 50.93827, "RF - 50KMH - 0298"
4.01504, 50.94003, "RF - 50KMH - 0065"
4.01594, 50.94009, "RF - 50KMH - 0093"
4.05384, 50.94236, "RF - 50KMH - 0153"
4.05329, 50.94271, "RF - 50KMH - 0316"
4.05064, 50.94611, "RF - 50KMH - 0085"
4.04985, 50.9462, "RF - 50KMH - 0210"
4.02556, 50.94672, "RF - 50KMH - 0069"
4.0261, 50.94715, "RF - 50KMH - 0405"
4.04993, 50.98295, "RF - 50KMH - 0024"
4.05018, 50.98343, "RF - 50KMH - 0027"
3.70132, 51.00951, "RF - 50KMH - 0341"
2.64486, 51.10412, "RF - 50KMH - 0001"
2.68757, 51.11691, "RF - 50KMH - 0300"
2.84852, 51.0339, "RF - 50KMH - 0230"
