X,Y,TYPE,SPEED,DIRTYPE,DIRECTION
13.0977800,53.3294400,5,50,0,0
13.1055600,52.5750000,5,50,0,0
13.1106800,53.2426300,5,50,0,0
13.1312452,51.1228858,5,50,0,0
13.1551572,52.0954638,5,50,0,0
13.1844200,52.4187900,5,50,0,0
13.2419400,52.4133300,5,50,0,0
13.2426294,51.7030994,5,50,0,0
7.9802700,53.4218600,5,50,0,0
18.8827600,50.1034400,5,50,0,0
18.9209900,50.8459800,5,50,0,0
18.9220900,50.4194600,5,50,0,0
18.9249700,50.3722900,5,50,0,0
18.9273500,50.4956400,5,50,0,0
18.9512200,50.0168100,5,50,0,0
18.9803200,51.5920800,5,50,0,0
18.9812000,50.3551600,5,50,0,0
18.9836100,54.0437900,5,50,0,0
18.9941900,50.6406600,5,50,0,0
18.4550700,54.5346300,5,50,0,0
18.4590300,54.5229600,5,50,0,0
18.5362100,54.3752400,5,50,0,0
18.5542600,54.4628400,5,50,0,0
18.5911100,54.3872500,5,50,0,0
18.6116000,53.0250600,5,50,0,0
18.6331600,53.0161500,5,50,0,0
18.6585500,54.2557000,5,50,0,0
18.6605900,53.0233400,5,50,0,0
6.0691700,50.7619400,5,50,0,0
6.0736100,50.7769400,5,50,0,0
6.0765300,51.0726800,5,50,0,0
6.0811700,51.0694000,5,50,0,0
6.0869400,50.8650000,5,50,0,0
6.1138500,50.8708900,5,50,0,0
6.1172200,50.8702800,5,50,0,0
6.1184200,50.8434200,5,50,0,0
6.1463900,51.8038600,5,50,0,0
6.1536100,50.8813900,5,50,0,0
6.1571300,51.2093800,5,50,0,0
6.1575000,50.9925000,5,50,0,0
6.1616700,51.2097200,5,50,0,0
6.1638900,51.8047200,5,50,0,0
6.1677800,50.8302800,5,50,0,0
6.1802800,50.8795000,5,50,0,0
6.1811100,50.7044400,5,50,0,0
6.1855600,50.7130600,5,50,0,0
6.1863900,50.8811100,5,50,0,0
6.1922200,51.2775000,5,50,0,0
6.1988900,50.7805600,5,50,0,0
6.2040500,51.0546100,5,50,0,0
6.2055600,50.6780600,5,50,0,0
6.2086100,50.6352800,5,50,0,0
6.2138900,50.7255600,5,50,0,0
6.2266900,50.8503400,5,50,0,0
6.2291700,50.7638900,5,50,0,0
6.2366700,50.7988900,5,50,0,0
6.2411100,50.7386100,5,50,0,0
6.2428500,51.4629900,5,50,0,0
6.2430600,51.5355600,5,50,0,0
6.2435000,51.2240200,5,50,0,0
6.2450000,51.2222200,5,50,0,0
6.2552800,50.5319400,5,50,0,0
6.2602700,50.5298000,5,50,0,0
6.2611100,50.5950000,5,50,0,0
6.2613900,50.7169400,5,50,0,0
6.2622200,51.4066700,5,50,0,0
6.2622200,51.6616700,5,50,0,0
6.2658300,50.7408300,5,50,0,0
6.2663900,50.6302800,5,50,0,0
6.2688900,50.8258300,5,50,0,0
6.2707700,51.7158200,5,50,0,0
6.2730600,50.7500000,5,50,0,0
6.2755600,51.2986100,5,50,0,0
6.2810500,51.3316500,5,50,0,0
6.2866700,50.7630600,5,50,0,0
13.2528319,51.6985818,5,50,0,0
13.2563000,51.2684000,5,50,0,0
13.2855600,52.5336600,5,50,0,0
13.2886300,52.4082500,5,50,0,0
13.2895800,54.3546800,5,50,0,0
13.2647371,52.3909757,5,50,0,0
13.2911100,54.3547200,5,50,0,0
13.3411701,52.2496411,5,50,0,0
13.3556518,51.0927698,5,50,0,0
13.3578037,51.5778219,5,50,0,0
13.3717200,52.5047100,5,50,0,0
13.3735200,51.2137900,5,50,0,0
13.3791188,51.3041491,5,50,0,0
13.3983511,54.0947779,5,50,0,0
13.4064000,52.4024500,5,50,0,0
13.4342500,52.3945900,5,50,0,0
13.4388488,52.6733367,5,50,0,0
13.4424100,52.4524900,5,50,0,0
13.4488000,52.2526700,5,50,0,0
13.4516700,51.4152800,5,50,0,0
13.4543800,52.3998600,5,50,0,0
13.4567900,51.4187400,5,50,0,0
13.4675000,51.7613900,5,50,0,0
13.4738900,52.7625000,5,50,0,0
13.4752500,52.5502500,5,50,0,0
13.4778767,52.3544584,5,50,0,0
13.4812500,52.5332500,5,50,0,0
13.4863282,51.1079558,5,50,0,0
13.5000100,52.5300700,5,50,0,0
13.5060325,51.1967145,5,50,0,0
13.5068219,54.4827817,5,50,0,0
13.5148800,52.4001000,5,50,0,0
13.5192300,52.5186700,5,50,0,0
13.5401800,52.5396300,5,50,0,0
13.5567200,51.2958500,5,50,0,0
13.5573500,52.4059700,5,50,0,0
13.5856380,51.1008890,5,50,0,0
13.5865800,51.1644000,5,50,0,0
13.5950716,51.0975981,5,50,0,0
13.6002420,52.6882786,5,50,0,0
13.6249681,51.9767732,5,50,0,0
13.6282100,51.1595900,5,50,0,0
13.6283300,51.4647200,5,50,0,0
13.6290522,51.1622829,5,50,0,0
13.6321879,52.6086629,5,50,0,0
13.6322300,52.2754600,5,50,0,0
13.6338924,54.3689646,5,50,0,0
13.6456168,52.2577008,5,50,0,0
13.6457800,51.6811500,5,50,0,0
13.6542823,52.2555842,5,50,0,0
6.2927800,50.5988900,5,50,0,0
6.2946800,50.8477400,5,50,0,0
6.2958300,50.7716700,5,50,0,0
6.2966700,50.8205600,5,50,0,0
6.3133300,50.6063900,5,50,0,0
6.3138900,50.8161100,5,50,0,0
6.3184100,50.9665400,5,50,0,0
6.3205600,50.9638900,5,50,0,0
6.3241700,50.6075000,5,50,0,0
6.3250000,50.7722200,5,50,0,0
0.2927800,50.5988900,5,50,0,0
6.3263900,50.6197200,5,50,0,0
6.3383300,50.6047200,5,50,0,0
6.3477800,50.6830600,5,50,0,0
6.3572200,51.2825000,5,50,0,0
6.3587400,51.2829900,5,50,0,0
6.3716700,51.3352800,5,50,0,0
6.3752800,50.5827800,5,50,0,0
6.3832000,50.5767500,5,50,0,0
6.3852800,50.7150000,5,50,0,0
6.4049500,51.4342200,5,50,0,0
6.4096000,51.1958800,5,50,0,0
6.4127800,51.1158300,5,50,0,0
6.4161100,51.3658300,5,50,0,0
6.4194400,51.4436100,5,50,0,0
6.4675700,51.3866500,5,50,0,0
6.4717100,51.2811800,5,50,0,0
6.4774000,51.3182900,5,50,0,0
6.4811100,51.4419400,5,50,0,0
6.4813900,51.4488900,5,50,0,0
6.4855600,51.4391700,5,50,0,0
6.4875000,50.8163900,5,50,0,0
6.4875000,51.2005600,5,50,0,0
6.4888900,50.8133300,5,50,0,0
6.4944300,50.7632700,5,50,0,0
6.4988900,50.8390800,5,50,0,0
6.5388900,51.0016700,5,50,0,0
6.5547200,51.2797200,5,50,0,0
6.5750500,51.3176300,5,50,0,0
6.5880600,51.8425700,5,50,0,0
6.5900000,51.8411100,5,50,0,0
6.5947200,50.9247200,5,50,0,0
6.6022200,50.9336100,5,50,0,0
6.6850000,50.6013900,5,50,0,0
6.6854400,50.8678800,5,50,0,0
6.6966500,50.8670800,5,50,0,0
6.6998100,50.8726100,5,50,0,0
6.7016700,51.8333300,5,50,0,0
6.7061900,51.2304500,5,50,0,0
6.7161100,50.8988900,5,50,0,0
6.7184900,50.9118200,5,50,0,0
6.7330200,50.3903700,5,50,0,0
6.7394400,50.3877800,5,50,0,0
6.7448800,51.4404700,5,50,0,0
6.7511100,50.9738900,5,50,0,0
6.7557800,51.6038200,5,50,0,0
6.7574200,51.6012700,5,50,0,0
6.7575000,51.2269400,5,50,0,0
6.7611100,50.9347200,5,50,0,0
6.7652700,51.5708000,5,50,0,0
6.7780600,50.9569400,5,50,0,0
6.7905600,51.2072200,5,50,0,0
6.7984300,51.9364000,5,50,0,0
6.8045900,50.9171600,5,50,0,0
6.8084600,51.6147800,5,50,0,0
6.8100000,51.2558300,5,50,0,0
6.8219300,51.0223700,5,50,0,0
6.8261100,51.1861100,5,50,0,0
6.8266700,50.7755600,5,50,0,0
6.8316700,50.7350000,5,50,0,0
6.8316700,51.1933300,5,50,0,0
6.8333500,51.2879600,5,50,0,0
6.8338900,51.3127800,5,50,0,0
6.8350900,51.8439400,5,50,0,0
6.8360700,51.2889200,5,50,0,0
6.8388900,51.2275000,5,50,0,0
6.8513900,50.9008300,5,50,0,0
6.8540000,51.2299200,5,50,0,0
6.8569400,51.5175700,5,50,0,0
6.8684700,51.8611400,5,50,0,0
6.8689000,51.4097200,5,50,0,0
6.8733300,50.8852800,5,50,0,0
6.8758300,51.5322200,5,50,0,0
6.8861100,50.8122200,5,50,0,0
6.8883300,50.8958300,5,50,0,0
6.9080600,51.0638900,5,50,0,0
6.9112300,51.0933700,5,50,0,0
6.9198200,51.4534200,5,50,0,0
6.9199100,51.3324100,5,50,0,0
6.9303500,50.7757200,5,50,0,0
6.9305600,51.3488900,5,50,0,0
6.9311100,51.4636100,5,50,0,0
6.9405600,50.8319400,5,50,0,0
6.9453500,50.6173000,5,50,0,0
6.9469400,51.2261100,5,50,0,0
6.9486100,51.1766700,5,50,0,0
6.9500000,51.1741700,5,50,0,0
6.9502800,51.3086100,5,50,0,0
6.9511600,50.9041800,5,50,0,0
6.9529800,50.9299600,5,50,0,0
6.9594600,50.7989000,5,50,0,0
6.9655600,50.8094400,5,50,0,0
6.9711100,50.9311100,5,50,0,0
6.9719300,51.2158800,5,50,0,0
6.9733300,51.3258300,5,50,0,0
6.9735200,50.9314300,5,50,0,0
6.9761100,51.6558300,5,50,0,0
6.9766700,51.1122200,5,50,0,0
6.9771900,51.1678600,5,50,0,0
6.9775000,51.1398800,5,50,0,0
6.9794400,52.0755600,5,50,0,0
6.9795000,50.9670700,5,50,0,0
6.9800000,51.3816700,5,50,0,0
6.9802800,50.9594400,5,50,0,0
6.9811100,51.1944400,5,50,0,0
6.9819400,51.3316700,5,50,0,0
6.9822200,51.6577800,5,50,0,0
6.9886100,51.2888900,5,50,0,0
6.9922200,50.6472200,5,50,0,0
6.9961100,51.0494400,5,50,0,0
6.9966700,51.5755600,5,50,0,0
6.9989700,51.2319300,5,50,0,0
6.9993600,51.5761700,5,50,0,0
6.9996900,51.3297600,5,50,0,0
7.0018800,50.9586900,5,50,0,0
7.0022200,50.8800000,5,50,0,0
7.0055600,51.3302800,5,50,0,0
7.0069400,51.0697200,5,50,0,0
7.0070800,51.4336800,5,50,0,0
7.0116700,51.4794400,5,50,0,0
7.0162700,51.4191300,5,50,0,0
7.0172200,51.5438900,5,50,0,0
7.0183900,51.4697000,5,50,0,0
7.0195000,51.5434000,5,50,0,0
7.0200000,51.0333300,5,50,0,0
7.0247200,51.4175000,5,50,0,0
7.0266700,51.0744400,5,50,0,0
7.0347200,50.8177800,5,50,0,0
7.0501900,51.2858600,5,50,0,0
7.0516400,51.5733300,5,50,0,0
7.0544400,51.5863900,5,50,0,0
7.0550000,51.0252800,5,50,0,0
7.0577700,50.7480500,5,50,0,0
7.0580600,50.7425000,5,50,0,0
7.0597200,51.4383300,5,50,0,0
7.0605600,51.0916700,5,50,0,0
7.0616700,51.0397200,5,50,0,0
7.0678000,50.6748500,5,50,0,0
7.0719600,51.2510700,5,50,0,0
7.0725000,51.5119400,5,50,0,0
7.0772700,51.6544100,5,50,0,0
7.0800000,51.5805600,5,50,0,0
7.0845500,51.5210800,5,50,0,0
7.0883300,51.0511100,5,50,0,0
7.0885000,50.8241800,5,50,0,0
7.0972200,51.3513900,5,50,0,0
7.0989500,51.2373800,5,50,0,0
7.0991700,50.9888900,5,50,0,0
7.1066700,51.5161100,5,50,0,0
7.1081000,50.9490000,5,50,0,0
7.1086100,50.7380600,5,50,0,0
7.1119400,50.7383300,5,50,0,0
7.1138900,50.7108300,5,50,0,0
7.1163900,50.9663900,5,50,0,0
7.1182500,51.0348400,5,50,0,0
7.1190100,50.9772400,5,50,0,0
7.1208300,50.9886100,5,50,0,0
7.1247200,51.5311100,5,50,0,0
7.1266700,52.0088900,5,50,0,0
7.1290000,51.6084000,5,50,0,0
7.1290600,50.9900700,5,50,0,0
7.1311100,51.1991700,5,50,0,0
7.1314100,51.2420900,5,50,0,0
7.1325000,50.9885000,5,50,0,0
7.1352800,51.2447200,5,50,0,0
7.1366800,51.5063500,5,50,0,0
7.1402800,51.2119400,5,50,0,0
7.1405600,51.1100000,5,50,0,0
7.1433300,51.2472200,5,50,0,0
7.1469100,50.6922000,5,50,0,0
7.1484300,50.7470500,5,50,0,0
7.1508900,51.2320400,5,50,0,0
7.1511100,51.5775000,5,50,0,0
7.1516700,51.7347200,5,50,0,0
7.1519400,51.2227800,5,50,0,0
7.1526300,50.6955500,5,50,0,0
7.1544400,51.2611100,5,50,0,0
7.1572200,50.9938900,5,50,0,0
7.1605700,51.7363200,5,50,0,0
7.1635300,49.5251700,5,50,0,0
7.1658300,50.8219400,5,50,0,0
7.1684700,50.6866000,5,50,0,0
7.1727800,51.2830600,5,50,0,0
7.1740800,50.6396700,5,50,0,0
7.1766700,51.4102800,5,50,0,0
7.1791700,50.7481700,5,50,0,0
7.1813800,50.8038800,5,50,0,0
7.1869400,51.2763900,5,50,0,0
7.1870000,50.8020000,5,50,0,0
7.1891000,53.4850500,5,50,0,0
7.1947200,51.6669400,5,50,0,0
7.1969400,51.8938900,5,50,0,0
7.1972200,51.6663900,5,50,0,0
7.2000000,50.6794400,5,50,0,0
7.2011100,51.2702800,5,50,0,0
7.2026000,50.9950000,5,50,0,0
7.2031700,51.2977700,5,50,0,0
7.2230500,51.0122200,5,50,0,0
7.2272200,50.8450000,5,50,0,0
7.2283300,50.7911100,5,50,0,0
7.2355500,51.3922200,5,50,0,0
7.2356000,51.7175800,5,50,0,0
7.2361000,50.9064000,5,50,0,0
7.2363500,51.8448100,5,50,0,0
7.2380000,50.8120000,5,50,0,0
7.2397200,51.0638900,5,50,0,0
7.2598700,50.9701000,5,50,0,0
7.2675000,51.6016700,5,50,0,0
7.2786100,51.3144400,5,50,0,0
7.2788900,50.9341700,5,50,0,0
7.2902800,51.9305600,5,50,0,0
7.2916300,51.6731800,5,50,0,0
7.2919400,51.2497200,5,50,0,0
7.2980600,51.2794400,5,50,0,0
7.3029400,51.6466000,5,50,0,0
7.3069400,51.2952000,5,50,0,0
7.4013900,51.4822200,5,50,0,0
7.4102200,53.4426000,5,50,0,0
7.4108300,51.3175000,5,50,0,0
7.4122900,51.6156300,5,50,0,0
7.4123800,53.4425800,5,50,0,0
7.4147100,51.3448500,5,50,0,0
7.4191400,49.3779200,5,50,0,0
7.4200500,51.6192100,5,50,0,0
7.4212000,50.9856000,5,50,0,0
7.4236300,50.7739200,5,50,0,0
7.4419400,51.9397200,5,50,0,0
7.4466700,51.5238900,5,50,0,0
7.4475300,51.6257400,5,50,0,0
7.4523400,51.6463700,5,50,0,0
7.4527800,51.4769400,5,50,0,0
7.4617400,51.3239800,5,50,0,0
7.4680600,51.5000000,5,50,0,0
7.4758300,50.9238800,5,50,0,0
7.4800100,51.3922100,5,50,0,0
7.4828100,51.4391700,5,50,0,0
7.5411100,51.7869400,5,50,0,0
7.5427800,51.6797200,5,50,0,0
7.5516700,51.2483300,5,50,0,0
7.5581300,51.4608500,5,50,0,0
7.5616800,50.1439900,5,50,0,0
7.5652800,50.9202800,5,50,0,0
7.5748500,51.0218000,5,50,0,0
7.5766700,51.1938900,5,50,0,0
7.5851800,51.2549200,5,50,0,0
7.5959400,49.2226700,5,50,0,0
7.6758300,50.7661100,5,50,0,0
7.6813900,51.5361100,5,50,0,0
7.7081500,51.4778200,5,50,0,0
7.7195500,49.4377500,5,50,0,0
7.7407300,51.0601500,5,50,0,0
7.7433300,50.9408300,5,50,0,0
7.7461100,51.3494400,5,50,0,0
7.7578300,51.2512900,5,50,0,0
7.7697200,51.4680600,5,50,0,0
7.7755600,52.0247200,5,50,0,0
7.8747200,50.8744400,5,50,0,0
7.8825000,48.3488900,5,50,0,0
7.8844400,47.9886100,5,50,0,0
7.8852800,50.9380600,5,50,0,0
7.8881800,47.9885000,5,50,0,0
7.8919400,51.1330600,5,50,0,0
7.8930600,48.3402800,5,50,0,0
7.8996000,51.4658300,5,50,0,0
7.8997200,51.7811100,5,50,0,0
7.9008300,52.1647200,5,50,0,0
7.9233300,48.5125000,5,50,0,0
7.9236100,48.3311100,5,50,0,0
7.9311100,48.4966700,5,50,0,0
7.9325000,48.3263900,5,50,0,0
7.9369800,53.0844200,5,50,0,0
7.9397200,48.4380500,5,50,0,0
7.9452700,52.6822700,5,50,0,0
7.9496900,50.8281700,5,50,0,0
7.9642700,51.5485300,5,50,0,0
7.9661100,51.1744400,5,50,0,0
7.9783300,50.8386100,5,50,0,0
7.9797200,51.0052800,5,50,0,0
7.9827800,51.3205600,5,50,0,0
7.9841700,51.1652800,5,50,0,0
7.9855500,51.3607400,5,50,0,0
7.9866700,52.2958300,5,50,0,0
7.9875000,51.3591700,5,50,0,0
7.9931000,52.3234700,5,50,0,0
8.0018500,52.2963800,5,50,0,0
8.0125000,50.8597200,5,50,0,0
8.0513900,51.7552800,5,50,0,0
8.0532500,50.8033300,5,50,0,0
8.0615100,51.1505500,5,50,0,0
8.0677500,51.7588200,5,50,0,0
8.0680600,51.0938900,5,50,0,0
8.0691700,51.3755600,5,50,0,0
8.0805500,53.1035700,5,50,0,0
8.0816700,50.8588900,5,50,0,0
8.0913900,52.2566700,5,50,0,0
8.0946900,50.9156300,5,50,0,0
8.2769400,49.6780600,5,50,0,0
8.2780600,50.7358300,5,50,0,0
8.2791700,49.6319400,5,50,0,0
8.2822900,50.0128600,5,50,0,0
8.2854800,51.3405200,5,50,0,0
8.2899900,50.0241700,5,50,0,0
8.2919400,51.1430600,5,50,0,0
8.2941700,50.7700000,5,50,0,0
8.3055700,48.2924000,5,50,0,0
8.3088900,50.7783300,5,50,0,0
8.3186800,49.6323300,5,50,0,0
8.3206300,51.7879300,5,50,0,0
8.3216700,50.7877800,5,50,0,0
8.3244300,51.9261100,5,50,0,0
8.3290400,52.3282600,5,50,0,0
8.3338100,50.9404200,5,50,0,0
8.3369400,48.2902800,5,50,0,0
8.3372200,50.8194400,5,50,0,0
8.3375600,50.8152400,5,50,0,0
8.3391800,51.8341800,5,50,0,0
8.3773000,48.3142700,5,50,0,0
8.3800000,49.9937200,5,50,0,0
8.3838000,49.9345500,5,50,0,0
8.3842500,49.6413300,5,50,0,0
8.3946300,49.6348800,5,50,0,0
8.3971800,49.8780500,5,50,0,0
8.4009700,51.9963300,5,50,0,0
8.4019400,49.6541700,5,50,0,0
8.4060500,49.9289700,5,50,0,0
8.4130000,49.9793800,5,50,0,0
8.4233300,47.9713900,5,50,0,0
8.4282200,49.9868000,5,50,0,0
8.4286100,50.9311100,5,50,0,0
8.4293500,49.9794700,5,50,0,0
8.4308300,50.0425000,5,50,0,0
8.4316000,49.9828500,5,50,0,0
8.4319300,47.9677500,5,50,0,0
8.4320400,49.0142700,5,50,0,0
8.4327800,50.0219400,5,50,0,0
8.4337600,49.8601800,5,50,0,0
8.4583300,49.6033300,5,50,0,0
8.4600000,49.5008800,5,50,0,0
8.4613900,49.5938900,5,50,0,0
8.4619400,49.6000000,5,50,0,0
8.4619400,49.6052800,5,50,0,0
8.4630200,51.9693500,5,50,0,0
8.4676700,48.8969700,5,50,0,0
8.4725000,48.0280600,5,50,0,0
8.4742700,48.8993000,5,50,0,0
8.4744200,48.0322500,5,50,0,0
8.4865800,49.5296800,5,50,0,0
8.4866700,47.9483300,5,50,0,0
8.4886800,50.3019700,5,50,0,0
8.4900000,49.7350200,5,50,0,0
8.4904700,49.7332200,5,50,0,0
8.4905000,51.3483100,5,50,0,0
8.4913900,47.9644400,5,50,0,0
8.4955600,49.4763900,5,50,0,0
8.4957000,49.5019500,5,50,0,0
8.4990600,48.2129500,5,50,0,0
8.5345500,48.9472500,5,50,0,0
8.5422200,49.9255600,5,50,0,0
8.5436100,48.0663900,5,50,0,0
8.5506700,47.9421300,5,50,0,0
8.5569400,47.9400000,5,50,0,0
8.5703300,48.7753300,5,50,0,0
8.5735500,49.7076300,5,50,0,0
8.5741700,49.6950000,5,50,0,0
8.5744200,52.0418300,5,50,0,0
8.5813900,52.1597200,5,50,0,0
8.4997200,48.9059200,5,50,0,0
8.4999000,49.4748000,5,50,0,0
8.5001800,48.9172700,5,50,0,0
8.5002800,50.5677800,5,50,0,0
8.5151600,49.6009600,5,50,0,0
8.5186100,49.6011100,5,50,0,0
8.5267200,48.9100100,5,50,0,0
8.5297200,48.9108100,5,50,0,0
8.5299300,48.9395200,5,50,0,0
8.5320000,49.0090200,5,50,0,0
8.5983000,52.1992500,5,50,0,0
8.6045800,50.3326800,5,50,0,0
8.6072200,50.2197200,5,50,0,0
8.6079300,51.9899700,5,50,0,0
8.6094400,52.1969400,5,50,0,0
8.7186100,50.3286100,5,50,0,0
8.7194200,48.5329200,5,50,0,0
8.7209400,48.8965800,5,50,0,0
8.7223000,50.2418000,5,50,0,0
8.7248400,50.5907300,5,50,0,0
8.7738900,50.0838500,5,50,0,0
8.7764000,50.0186100,5,50,0,0
8.7769400,50.0822200,5,50,0,0
8.7820500,53.2164400,5,50,0,0
8.7835500,50.0479300,5,50,0,0
8.7842500,50.1927200,5,50,0,0
8.7861100,50.3477800,5,50,0,0
8.7880600,50.0163900,5,50,0,0
8.7880600,50.0322200,5,50,0,0
8.8007800,48.4949800,5,50,0,0
8.8327800,48.6266700,5,50,0,0
8.8331300,48.2353800,5,50,0,0
8.8355500,50.2183300,5,50,0,0
8.8355600,48.2547200,5,50,0,0
8.8455600,49.9880600,5,50,0,0
8.8458500,48.6099200,5,50,0,0
8.8467900,53.0811800,5,50,0,0
8.8483300,48.5955600,5,50,0,0
8.8497200,50.1708300,5,50,0,0
8.8513900,48.2358300,5,50,0,0
8.8555600,50.0005600,5,50,0,0
8.8561100,48.6077800,5,50,0,0
8.8561100,50.0455600,5,50,0,0
8.8588900,50.2350000,5,50,0,0
8.8597500,48.6051800,5,50,0,0
8.8613900,50.1227800,5,50,0,0
8.8620200,50.2409900,5,50,0,0
8.8622200,52.1669400,5,50,0,0
8.8627800,49.9933300,5,50,0,0
8.8638900,48.2700000,5,50,0,0
8.8860600,48.5977900,5,50,0,0
8.8880500,48.5997200,5,50,0,0
8.8900000,50.1752800,5,50,0,0
8.8925000,48.4138900,5,50,0,0
8.8949300,50.1791200,5,50,0,0
8.8969400,50.1797200,5,50,0,0
8.8976100,50.1236500,5,50,0,0
8.9017500,51.4925500,5,50,0,0
8.9030500,48.2470200,5,50,0,0
8.9038900,54.1583300,5,50,0,0
8.9196300,48.4471800,5,50,0,0
8.9200500,54.2160600,5,50,0,0
8.9221800,50.1828500,5,50,0,0
8.9222200,48.2547200,5,50,0,0
8.9227800,48.4161100,5,50,0,0
8.9260200,53.0383400,5,50,0,0
8.9272200,50.1733300,5,50,0,0
8.9291700,50.0547200,5,50,0,0
8.9292200,50.0722500,5,50,0,0
8.9293300,50.1804700,5,50,0,0
8.9621000,48.5571800,5,50,0,0
8.9628300,50.0398800,5,50,0,0
8.9658300,48.5061100,5,50,0,0
8.9683300,48.5008300,5,50,0,0
8.9697000,48.4750000,5,50,0,0
8.9700000,50.0838900,5,50,0,0
8.9752800,48.5272200,5,50,0,0
8.9766200,48.4763300,5,50,0,0
8.9775000,50.4313900,5,50,0,0
8.9797200,48.8491700,5,50,0,0
9.0508000,48.4999700,5,50,0,0
9.0555600,50.4577800,5,50,0,0
9.0559300,48.8015000,5,50,0,0
9.0611600,52.9252000,5,50,0,0
9.0613500,48.4527600,5,50,0,0
9.0640800,48.7917400,5,50,0,0
9.0663300,49.9314100,5,50,0,0
9.0669400,48.8766700,5,50,0,0
9.0676000,48.4256400,5,50,0,0
9.0727000,48.8324000,5,50,0,0
9.0731800,48.9020200,5,50,0,0
9.0783300,48.5122200,5,50,0,0
9.0783300,48.9022200,5,50,0,0
9.0786100,48.9444400,5,50,0,0
9.0829300,48.4514300,5,50,0,0
9.0852800,48.8727800,5,50,0,0
9.0852800,48.9463900,5,50,0,0
9.0855600,48.8991700,5,50,0,0
9.0866700,48.9011100,5,50,0,0
9.0928800,48.8988500,5,50,0,0
9.1030800,48.4151900,5,50,0,0
9.1049600,52.0854900,5,50,0,0
9.1052700,48.4882300,5,50,0,0
9.1426400,48.5271800,5,50,0,0
9.1429300,48.9711700,5,50,0,0
9.1436100,49.0469400,5,50,0,0
9.1438800,48.4825000,5,50,0,0
9.1446700,49.0384500,5,50,0,0
9.1448500,48.7828400,5,50,0,0
9.1458300,49.0355600,5,50,0,0
9.1524200,48.9048000,5,50,0,0
9.1536300,48.7917500,5,50,0,0
9.1566400,48.7926000,5,50,0,0
9.1596300,52.2906700,5,50,0,0
9.1609200,48.4284300,5,50,0,0
9.1673600,48.6821400,5,50,0,0
9.1691700,49.1223500,5,50,0,0
9.1700000,48.8405600,5,50,0,0
9.1718000,48.5018000,5,50,0,0
9.1783300,48.5291700,5,50,0,0
9.2015000,48.5500000,5,50,0,0
9.2016700,48.8891700,5,50,0,0
9.2028300,48.9120200,5,50,0,0
9.2033300,48.9350000,5,50,0,0
9.2041700,48.5275000,5,50,0,0
9.2047200,48.9030600,5,50,0,0
9.2050000,48.8162500,5,50,0,0
9.2052800,48.5461100,5,50,0,0
9.2063300,48.5340800,5,50,0,0
9.2082700,48.8892800,5,50,0,0
9.2247000,49.1567200,5,50,0,0
9.2250000,48.5930600,5,50,0,0
9.2253300,48.5639700,5,50,0,0
9.2279200,48.5247500,5,50,0,0
9.2299700,49.1631300,5,50,0,0
9.2312500,48.5409700,5,50,0,0
9.2316700,48.7238900,5,50,0,0
9.2321700,48.6709300,5,50,0,0
9.2325000,48.5372200,5,50,0,0
9.2372200,48.8069400,5,50,0,0
9.2550000,48.7250000,5,50,0,0
9.2563900,48.5769400,5,50,0,0
9.2580600,48.7094400,5,50,0,0
9.2601800,48.5746300,5,50,0,0
9.2636100,48.9650000,5,50,0,0
9.2645000,47.7432900,5,50,0,0
9.2650000,48.7063900,5,50,0,0
9.2674700,48.9431000,5,50,0,0
9.2680600,48.5694400,5,50,0,0
9.2680600,48.9369400,5,50,0,0
9.2792200,53.2588800,5,50,0,0
9.2800000,50.9419400,5,50,0,0
9.2822200,48.8880600,5,50,0,0
9.2825000,50.9430600,5,50,0,0
9.2833300,48.6750000,5,50,0,0
9.2839500,54.7758100,5,50,0,0
9.2849900,48.9629200,5,50,0,0
9.2862700,47.7652400,5,50,0,0
9.2863900,48.6597200,5,50,0,0
9.2905600,48.7072200,5,50,0,0
9.3153200,48.8850900,5,50,0,0
9.3161100,51.0583300,5,50,0,0
9.3175000,48.8686100,5,50,0,0
9.3177800,47.6766700,5,50,0,0
9.3191700,48.8452800,5,50,0,0
9.3216700,48.6922200,5,50,0,0
9.3219400,47.6758300,5,50,0,0
9.3222200,48.9591700,5,50,0,0
9.3287200,48.6947500,5,50,0,0
9.3352800,48.5791700,5,50,0,0
9.3877800,48.6697200,5,50,0,0
9.3880600,48.5647200,5,50,0,0
9.3887200,50.6160900,5,50,0,0
9.3891700,52.3388900,5,50,0,0
9.3893000,48.7487500,5,50,0,0
9.3969000,47.6878200,5,50,0,0
9.3994400,47.6900000,5,50,0,0
9.4052700,47.6700000,5,50,0,0
9.4106300,48.8175200,5,50,0,0
9.4111300,48.6614300,5,50,0,0
9.4500000,48.7575000,5,50,0,0
9.4524300,48.5822200,5,50,0,0
9.4538900,48.6741700,5,50,0,0
9.4546800,47.6575300,5,50,0,0
9.4552800,48.7175000,5,50,0,0
9.4572200,47.6572200,5,50,0,0
9.4583300,48.6680600,5,50,0,0
9.4586100,48.6908300,5,50,0,0
9.4590500,47.6565800,5,50,0,0
9.4611100,48.6502800,5,50,0,0
9.4683300,47.6566700,5,50,0,0
9.4700000,48.6927800,5,50,0,0
9.4727800,48.7969400,5,50,0,0
9.4735300,47.6579500,5,50,0,0
9.4755300,48.7972600,5,50,0,0
9.4763900,48.5458300,5,50,0,0
9.4788900,48.7375000,5,50,0,0
