X,Y,TYPE,SPEED,DIRTYPE,DIRECTION
5.1780600,45.7553000,5,50,0,0
5.1976700,46.1724600,5,50,0,0
5.2156400,43.4053000,5,50,0,0
5.2163900,43.3850800,5,50,0,0
5.2594400,48.0005600,5,50,0,0
5.2921100,46.2860800,5,50,0,0
5.3055900,47.2071500,5,50,0,0
5.3272900,43.3566700,5,50,0,0
5.3355600,43.3883300,5,50,0,0
5.3450000,45.9125000,5,50,0,0
5.3785500,47.1955200,5,50,0,0
5.3833300,46.2452800,5,50,0,0
5.3879700,49.1645000,5,50,0,0
5.3995100,43.2814300,5,50,0,0
5.4003100,43.3312800,5,50,0,0
5.4016700,49.1483300,5,50,0,0
5.4028000,43.3150500,5,50,0,0
5.4031000,45.1410000,5,50,0,0
5.4036100,46.2555800,5,50,0,0
5.4120800,43.4849100,5,50,0,0
5.4225000,43.3250000,5,50,0,0
5.4292000,43.5497700,5,50,0,0
5.4517300,43.5314000,5,50,0,0
5.4630600,49.0034800,5,50,0,0
5.4686100,47.0733500,5,50,0,0
5.4733300,45.5727800,5,50,0,0
5.4988400,43.6099300,5,50,0,0
5.4988900,43.5083600,5,50,0,0
5.5080600,48.9747200,5,50,0,0
5.5165800,46.6590000,5,50,0,0
5.5568300,43.4514000,5,50,0,0
5.5625300,43.2545300,5,50,0,0
5.5671300,45.3428400,5,50,0,0
5.5952400,43.6466200,5,50,0,0
5.5996800,49.1113000,5,50,0,0
5.6395000,46.2416700,5,50,0,0
5.6660000,48.6107200,5,50,0,0
5.6967900,46.8490100,5,50,0,0
5.7039900,44.9739900,5,50,0,0
5.7078200,45.1658700,5,50,0,0
5.7174200,43.3871700,5,50,0,0
5.7386200,45.1880500,5,50,0,0
5.7627700,46.3552700,5,50,0,0
5.7677800,45.0594000,5,50,0,0
5.7697700,45.1372400,5,50,0,0
5.7706000,45.1835000,5,50,0,0
5.8048700,45.1116800,5,50,0,0
5.8144400,45.2367000,5,50,0,0
5.8154400,45.6901600,5,50,0,0
5.8221400,43.1072100,5,50,0,0
5.8346900,46.7967700,5,50,0,0
5.8569400,44.8633300,5,50,0,0
5.8838200,43.1168200,5,50,0,0
5.8922300,46.0268600,5,50,0,0
5.9102500,45.7044100,5,50,0,0
5.9271500,43.1287500,5,50,0,0
5.9421500,45.3390500,5,50,0,0
6.0480900,44.4572400,5,50,0,0
6.0552800,44.5525000,5,50,0,0
6.0631300,43.2548500,5,50,0,0
6.2317300,45.7897200,5,50,0,0
6.3517200,43.4988900,5,50,0,0
6.3908300,45.6686100,5,50,0,0
6.4605600,45.2205000,5,50,0,0
6.6764900,43.4570400,5,50,0,0
6.7260900,43.4280900,5,50,0,0
6.7280600,44.4150000,5,50,0,0
6.7447200,44.4578700,5,50,0,0
6.8563800,43.6352800,5,50,0,0
7.0010200,43.5625600,5,50,0,0
7.0252800,43.5536800,5,50,0,0
7.0486900,44.1864500,5,50,0,0
7.1825000,43.6573900,5,50,0,0
7.2893200,43.7217600,5,50,0,0
7.3380700,43.7776000,5,50,0,0
7.3980500,43.7258900,5,50,0,0
7.4224700,43.7446300,5,50,0,0
8.7560700,41.9326100,5,50,0,0
9.0670300,42.6545000,5,50,0,0
9.4468800,42.6876000,5,50,0,0
-0.5019000,45.4169600,5,60,0,0
0.2933700,46.5823800,5,60,0,0
1.4998200,48.4035700,5,60,0,0
1.6920300,48.8914200,5,60,0,0
2.3980900,51.0306200,5,60,0,0
2.4877800,49.2839200,5,60,0,0
2.9750000,50.4294600,5,60,0,0
2.9755600,50.4831000,5,60,0,0
3.1185500,50.6830100,5,60,0,0
4.0080600,49.2742400,5,60,0,0
4.2245300,43.9683900,5,60,0,0
4.5819600,48.7700700,5,60,0,0
4.8475100,44.7761400,5,60,0,0
5.0230200,47.3050100,5,60,0,0
5.0523800,43.5438700,5,60,0,0
-4.4785100,48.4182300,5,70,0,0
-4.4645000,48.4424600,5,70,0,0
-4.4534400,48.0053100,5,70,0,0
-4.2703200,47.9990600,5,70,0,0
-3.3869500,47.7524400,5,70,0,0
-2.7766200,48.5379000,5,70,0,0
-2.1473700,47.1997400,5,70,0,0
-2.0894100,47.1231600,5,70,0,0
-2.0182100,48.6186300,5,70,0,0
-2.0156500,48.6165200,5,70,0,0
-1.9687800,48.1207700,5,70,0,0
-1.9451600,48.1666300,5,70,0,0
-1.9184300,48.1415700,5,70,0,0
-1.8541000,47.1949600,5,70,0,0
-1.6841400,47.6053900,5,70,0,0
-1.6753000,47.1714000,5,70,0,0
-1.5817900,47.1894300,5,70,0,0
-1.5583300,47.2633300,5,70,0,0
-1.4959100,47.2618100,5,70,0,0
-1.4893700,47.2651400,5,70,0,0
-1.4626500,48.7567400,5,70,0,0
-1.4364200,47.2882100,5,70,0,0
-1.4298000,46.6884000,5,70,0,0
-1.2169800,46.1758500,5,70,0,0
-1.1922200,46.1669400,5,70,0,0
-1.0888900,46.3688900,5,70,0,0
-1.0136500,49.0633500,5,70,0,0
-0.9923500,46.3190900,5,70,0,0
-0.9900200,46.3017200,5,70,0,0
-0.9656300,45.9090200,5,70,0,0
-0.9017900,47.0706800,5,70,0,0
-0.5700600,49.2297700,5,70,0,0
-0.5656200,47.4679600,5,70,0,0
-0.5551300,44.8833800,5,70,0,0
-0.5489300,44.8821200,5,70,0,0
-0.5487400,47.4841500,5,70,0,0
-0.4675000,47.4688900,5,70,0,0
-0.4111700,45.7689300,5,70,0,0
-0.3330700,49.1898900,5,70,0,0
-0.3022200,47.4675000,5,70,0,0
-0.2968200,46.5715200,5,70,0,0
-0.2935900,46.5770900,5,70,0,0
-0.1438800,46.2132000,5,70,0,0
-0.1361500,45.6931100,5,70,0,0
-0.0291700,45.6755500,5,70,0,0
0.1704400,49.5001500,5,70,0,0
0.1798400,45.6932500,5,70,0,0
0.1981000,46.7574000,5,70,0,0
0.3008300,46.5492000,5,70,0,0
0.3157200,47.8029300,5,70,0,0
0.3202600,49.5549100,5,70,0,0
0.3206200,46.5516700,5,70,0,0
0.3309000,44.5258000,5,70,0,0
0.3352800,46.6052800,5,70,0,0
0.3558300,46.6291600,5,70,0,0
0.3803400,46.5780200,5,70,0,0
0.4306800,46.7274200,5,70,0,0
0.5469200,46.4627400,5,70,0,0
0.6230900,49.6015200,5,70,0,0
0.6539200,47.4266700,5,70,0,0
0.6869400,47.4303000,5,70,0,0
0.7125000,47.4242300,5,70,0,0
0.7250200,48.5683300,5,70,0,0
0.7888700,45.8937700,5,70,0,0
0.8100000,46.8386100,5,70,0,0
0.8170700,49.6973400,5,70,0,0
0.8268800,47.4923300,5,70,0,0
0.8980600,47.2125000,5,70,0,0
0.9664500,47.6660500,5,70,0,0
1.0364000,46.9916700,5,70,0,0
1.0721700,47.8012900,5,70,0,0
1.0741700,47.7963900,5,70,0,0
1.1264000,49.4378000,5,70,0,0
1.1502800,44.1241700,5,70,0,0
1.1520400,47.3506500,5,70,0,0
1.1705600,47.3327800,5,70,0,0
1.3566600,47.5916700,5,70,0,0
1.4069400,44.0324000,5,70,0,0
1.4389400,49.0127300,5,70,0,0
1.5101000,48.5015000,5,70,0,0
1.5111000,47.1141000,5,70,0,0
1.5120900,48.4508300,5,70,0,0
1.5467000,47.2572200,5,70,0,0
1.5513600,49.1625300,5,70,0,0
1.5537000,49.7523400,5,70,0,0
1.5799400,49.7500000,5,70,0,0
1.5987400,49.1057600,5,70,0,0
1.6855100,48.6122400,5,70,0,0
1.7431900,48.6437000,5,70,0,0
1.8196700,50.1518700,5,70,0,0
1.8689200,47.9150000,5,70,0,0
1.8896400,48.7231000,5,70,0,0
1.9140000,48.8866300,5,70,0,0
1.9425000,50.9063900,5,70,0,0
1.9579900,47.8682000,5,70,0,0
1.9855300,48.7703400,5,70,0,0
2.0414200,48.8528000,5,70,0,0
2.0427800,49.1011800,5,70,0,0
2.0463000,49.0481700,5,70,0,0
2.0571800,48.5018200,5,70,0,0
2.0610800,49.0077500,5,70,0,0
2.0814400,49.0490700,5,70,0,0
2.0973300,49.0190700,5,70,0,0
2.0998400,49.4519200,5,70,0,0
2.1036100,43.9177800,5,70,0,0
2.1225000,48.6686100,5,70,0,0
2.1517000,48.4300000,5,70,0,0
2.1565500,48.9137800,5,70,0,0
2.1602800,43.9583300,5,70,0,0
2.1709400,48.7552100,5,70,0,0
2.1763400,50.9229200,5,70,0,0
2.2027800,48.6808900,5,70,0,0
2.2062400,48.7202500,5,70,0,0
2.2131600,43.9214000,5,70,0,0
2.2155700,48.5463900,5,70,0,0
2.2283300,48.6008600,5,70,0,0
2.2408300,48.8868500,5,70,0,0
2.2508500,48.8877300,5,70,0,0
2.2636100,48.6308300,5,70,0,0
2.2645100,48.8834300,5,70,0,0
2.2798000,48.6704600,5,70,0,0
2.2853300,45.1639200,5,70,0,0
2.2905300,48.9064300,5,70,0,0
2.3026000,48.9123600,5,70,0,0
2.3061800,47.0587900,5,70,0,0
2.3133300,49.0847200,5,70,0,0
2.3215200,48.7418200,5,70,0,0
2.3858300,48.5691700,5,70,0,0
2.3946300,49.8592200,5,70,0,0
2.4269900,48.6411200,5,70,0,0
2.4297200,48.3791700,5,70,0,0
2.4307800,49.0010300,5,70,0,0
2.5620000,48.6008300,5,70,0,0
2.5872600,48.7784400,5,70,0,0
2.5878000,48.5139500,5,70,0,0
2.6436600,48.5645000,5,70,0,0
2.6473500,48.5429200,5,70,0,0
2.6551000,50.4930900,5,70,0,0
2.6611200,44.8239000,5,70,0,0
2.8584200,48.4107500,5,70,0,0
2.9358300,48.5854900,5,70,0,0
2.9605600,50.6208300,5,70,0,0
3.0302800,49.2411300,5,70,0,0
3.0767200,50.6397200,5,70,0,0
3.0781800,50.6166800,5,70,0,0
3.0854600,48.3863600,5,70,0,0
3.1021600,48.5609500,5,70,0,0
3.1175000,50.3184900,5,70,0,0
3.1237400,44.0959800,5,70,0,0
3.1375000,45.7452800,5,70,0,0
3.1409300,50.6894000,5,70,0,0
3.1441900,48.5583200,5,70,0,0
3.1583100,45.9457600,5,70,0,0
3.1744000,46.7278400,5,70,0,0
3.1917000,50.2086800,5,70,0,0
3.1980200,50.4896000,5,70,0,0
3.2108300,46.9820000,5,70,0,0
3.2313000,47.4504000,5,70,0,0
3.2827500,49.8403400,5,70,0,0
3.2844400,49.8383500,5,70,0,0
3.3027800,48.0838900,5,70,0,0
3.3077300,50.1820100,5,70,0,0
3.3125300,46.4108600,5,70,0,0
3.3192900,43.8150500,5,70,0,0
3.3432200,46.2197200,5,70,0,0
3.3546400,48.4448700,5,70,0,0
3.4574300,46.1701000,5,70,0,0
3.4911300,50.3402800,5,70,0,0
3.5177800,50.3475600,5,70,0,0
3.5942000,48.5090800,5,70,0,0
3.6131200,48.7320000,5,70,0,0
3.7066800,49.6832800,5,70,0,0
3.9297600,50.2806800,5,70,0,0
3.9330200,46.1243000,5,70,0,0
4.0279000,49.2264000,5,70,0,0
4.0332800,49.2300200,5,70,0,0
4.0474300,46.2497500,5,70,0,0
4.0748700,49.2352800,5,70,0,0
4.1041300,43.9808300,5,70,0,0
4.1333000,45.9688600,5,70,0,0
4.1838400,44.3569500,5,70,0,0
4.1893800,44.3602200,5,70,0,0
4.3602800,48.9472200,5,70,0,0
4.3797200,45.4652700,5,70,0,0
4.4591700,45.9233300,5,70,0,0
4.5259500,45.4825300,5,70,0,0
4.6197400,44.1766300,5,70,0,0
4.6303800,49.8648500,5,70,0,0
4.6569000,49.7858300,5,70,0,0
4.7034800,49.7627700,5,70,0,0
4.7117700,44.4248700,5,70,0,0
4.7342300,50.0954300,5,70,0,0
4.7603200,44.1781200,5,70,0,0
4.8019400,46.2777800,5,70,0,0
4.8151100,50.1337900,5,70,0,0
4.8381200,46.3108500,5,70,0,0
4.8426500,46.7896900,5,70,0,0
4.9416700,44.0041700,5,70,0,0
5.0205600,44.0456200,5,70,0,0
5.0602700,47.3919000,5,70,0,0
5.0702800,45.7170000,5,70,0,0
5.1377700,47.2768400,5,70,0,0
5.1625200,45.6233300,5,70,0,0
5.1710500,47.5100700,5,70,0,0
5.2528200,48.7236900,5,70,0,0
5.3283800,43.4567300,5,70,0,0
5.3337900,45.9374600,5,70,0,0
5.3363000,46.0422300,5,70,0,0
5.3792600,45.9373500,5,70,0,0
5.5980600,43.3244400,5,70,0,0
5.6528500,45.3189000,5,70,0,0
5.6845100,45.1205600,5,70,0,0
5.7024100,45.1823000,5,70,0,0
5.7125000,45.1402800,5,70,0,0
5.7240000,45.0912700,5,70,0,0
5.8053200,43.8380600,5,70,0,0
5.8652800,46.0613900,5,70,0,0
5.9502900,43.1205200,5,70,0,0
6.6829700,45.1654200,5,70,0,0
7.2520200,43.7346000,5,70,0,0
7.2711500,43.7083300,5,70,0,0
1.6633900,48.5530600,5,80,0,0
1.8860600,50.9718000,5,80,0,0
2.1064800,48.9130600,5,80,0,0
2.2505900,48.9391600,5,80,0,0
2.2544200,48.8544100,5,80,0,0
2.2799900,48.8326600,5,80,0,0
2.2884000,48.8859700,5,80,0,0
2.3096000,48.8965500,5,80,0,0
2.3100000,48.8234800,5,80,0,0
2.3470000,46.2008000,5,80,0,0
2.3795000,48.8218100,5,80,0,0
2.3962400,48.8898100,5,80,0,0
2.4138500,48.8608200,5,80,0,0
2.4424200,48.5919300,5,80,0,0
2.7896800,50.3081100,5,80,0,0
2.8429200,50.3158100,5,80,0,0
2.8830600,48.7842000,5,80,0,0
3.0064800,50.4177100,5,80,0,0
3.3157100,43.8271000,5,80,0,0
3.8878500,50.2826800,5,80,0,0
4.2393800,45.3269900,5,80,0,0
4.4305000,45.4345800,5,80,0,0
4.6875900,45.8203300,5,80,0,0
4.8076000,43.7948200,5,80,0,0
5.3408700,49.1460000,5,80,0,0
6.5194700,45.4926700,5,80,0,0
6.6360500,43.4629900,5,80,0,0
-4.4078000,48.3958100,5,90,0,0
-4.4019400,48.4745000,5,90,0,0
-4.4013700,48.3904200,5,90,0,0
-4.2550000,48.3652800,5,90,0,0
-3.4936000,48.0449800,5,90,0,0
-3.4901600,48.0413300,5,90,0,0
-3.3702800,48.6932000,5,90,0,0
-3.3114400,47.7924200,5,90,0,0
-3.2413900,47.7922200,5,90,0,0
-2.9558500,48.0279000,5,90,0,0
-2.9230500,48.3848700,5,90,0,0
-2.7571900,47.6697500,5,90,0,0
-2.7502800,48.5236800,5,90,0,0
-2.7413300,47.5363500,5,90,0,0
-2.3221400,47.3197200,5,90,0,0
-2.1797000,47.3005100,5,90,0,0
-2.1778100,47.2965500,5,90,0,0
-1.9885700,48.0976800,5,90,0,0
-1.8658600,47.9022500,5,90,0,0
-1.8351000,47.6197700,5,90,0,0
-1.8308600,46.8594700,5,90,0,0
-1.8271100,48.1293100,5,90,0,0
-1.8144400,47.9753000,5,90,0,0
-1.7821800,46.8247000,5,90,0,0
-1.7608300,48.4136800,5,90,0,0
-1.6970900,48.0817100,5,90,0,0
-1.6756000,48.0736100,5,90,0,0
-1.6500900,48.0447800,5,90,0,0
-1.6369400,48.0863900,5,90,0,0
-1.6313900,48.0458300,5,90,0,0
-1.6236600,47.2397000,5,90,0,0
-1.6225300,47.2428700,5,90,0,0
-1.6170300,47.5829000,5,90,0,0
-1.6137000,47.1867200,5,90,0,0
-1.6088100,48.1023900,5,90,0,0
-1.6056900,47.2636600,5,90,0,0
-1.5706000,47.1658300,5,90,0,0
-1.5664200,48.4866200,5,90,0,0
-1.5445300,47.6741400,5,90,0,0
-1.4889700,49.1060000,5,90,0,0
-1.4880500,49.1026500,5,90,0,0
-1.4776100,49.6440100,5,90,0,0
-1.4771900,47.2179200,5,90,0,0
-1.4527800,48.5756000,5,90,0,0
-1.4197200,47.1850000,5,90,0,0
-1.2833500,46.9819400,5,90,0,0
-1.2630800,46.9292100,5,90,0,0
-1.2469600,47.1992000,5,90,0,0
-1.2157300,47.9560300,5,90,0,0
-1.2000000,46.8260000,5,90,0,0
-1.1877800,48.1670000,5,90,0,0
-1.1825000,48.1861100,5,90,0,0
-1.1397200,46.1815300,5,90,0,0
-1.1073600,46.1183300,5,90,0,0
-1.0825000,46.2419400,5,90,0,0
-1.0421900,46.6094700,5,90,0,0
-1.0395400,46.6119000,5,90,0,0
-1.0006300,46.9027600,5,90,0,0
-0.9981200,45.6835900,5,90,0,0
-0.9916700,48.5378500,5,90,0,0
-0.9806000,45.8533500,5,90,0,0
-0.9752200,45.6353600,5,90,0,0
-0.9724400,48.0765000,5,90,0,0
-0.9709900,45.6383600,5,90,0,0
-0.9652700,45.9138200,5,90,0,0
-0.9505900,46.4651900,5,90,0,0
-0.9263800,44.2125700,5,90,0,0
-0.8730700,45.2194400,5,90,0,0
-0.8667800,44.7940300,5,90,0,0
-0.8094900,46.4925800,5,90,0,0
-0.8090600,48.0869300,5,90,0,0
-0.8068100,46.5449000,5,90,0,0
-0.7914500,46.5973300,5,90,0,0
-0.7863300,48.0845700,5,90,0,0
-0.7826600,47.4989900,5,90,0,0
-0.7819000,46.9289400,5,90,0,0
-0.7742600,44.7839500,5,90,0,0
-0.7641100,44.8090900,5,90,0,0
-0.7632500,47.4930000,5,90,0,0
-0.7238900,46.4278300,5,90,0,0
-0.7205500,47.4277300,5,90,0,0
-0.7156000,47.4302700,5,90,0,0
-0.7082500,47.9674100,5,90,0,0
-0.7045100,47.9635700,5,90,0,0
-0.6672200,46.1902800,5,90,0,0
-0.6439400,47.2919500,5,90,0,0
-0.6328800,44.7826900,5,90,0,0
-0.5298300,48.1089600,5,90,0,0
-0.5027000,46.2465400,5,90,0,0
-0.4963300,44.7592800,5,90,0,0
-0.4688900,46.2464000,5,90,0,0
-0.4094400,44.9830600,5,90,0,0
-0.3307500,49.1874700,5,90,0,0
-0.3114500,49.1748000,5,90,0,0
-0.2269100,45.3261400,5,90,0,0
-0.2088400,46.2536400,5,90,0,0
-0.1747300,48.7124300,5,90,0,0
-0.1694500,47.4161100,5,90,0,0
-0.0961800,48.0207800,5,90,0,0
-0.0903300,48.0226100,5,90,0,0
-0.0430800,47.2913200,5,90,0,0
-0.0406800,47.2957500,5,90,0,0
-0.0263500,43.7826500,5,90,0,0
-0.0192400,48.4899300,5,90,0,0
0.0325000,45.6705600,5,90,0,0
0.0415800,45.6722000,5,90,0,0
0.0493200,48.4483500,5,90,0,0
0.3503300,48.1164100,5,90,0,0
0.3713800,48.0048000,5,90,0,0
0.3779200,47.5425100,5,90,0,0
0.3827900,47.7430000,5,90,0,0
0.4005800,48.3503700,5,90,0,0
0.4006000,49.5479400,5,90,0,0
0.4952500,47.3884600,5,90,0,0
0.4971900,44.2390000,5,90,0,0
0.5019200,44.2348600,5,90,0,0
0.5322600,48.6850000,5,90,0,0
0.5745000,46.9005600,5,90,0,0
0.6106200,45.2036800,5,90,0,0
0.6586000,48.7825000,5,90,0,0
0.6586100,49.0408500,5,90,0,0
0.6720000,45.1881400,5,90,0,0
0.6797000,45.2291700,5,90,0,0
0.7075000,47.3964000,5,90,0,0
0.7090300,44.3049300,5,90,0,0
0.7669400,47.4830600,5,90,0,0
0.7686600,49.1408500,5,90,0,0
0.7795500,45.1566500,5,90,0,0
0.8008400,46.4080600,5,90,0,0
0.8024100,48.6814700,5,90,0,0
0.8096600,47.2912800,5,90,0,0
0.8130600,45.8903300,5,90,0,0
0.8155700,47.2867900,5,90,0,0
0.8917500,45.1242900,5,90,0,0
0.9211300,49.0747300,5,90,0,0
0.9537600,47.0922600,5,90,0,0
1.0056000,46.9416700,5,90,0,0
1.0309500,49.0640000,5,90,0,0
1.0390500,49.4094100,5,90,0,0
1.0467300,49.4167700,5,90,0,0
1.0550500,49.0532200,5,90,0,0
1.1452000,49.4513000,5,90,0,0
1.1555700,48.4323100,5,90,0,0
1.1840200,48.4741500,5,90,0,0
1.2072000,47.3339900,5,90,0,0
1.2101900,48.2426400,5,90,0,0
1.2112000,48.2459000,5,90,0,0
1.2134200,47.3339100,5,90,0,0
1.2151000,45.8909000,5,90,0,0
1.2194400,43.9388900,5,90,0,0
1.2208100,43.9337500,5,90,0,0
1.2328300,48.1700000,5,90,0,0
1.2345200,44.0307600,5,90,0,0
1.2426000,45.8975900,5,90,0,0
1.2650000,43.9683300,5,90,0,0
1.2716900,49.1769700,5,90,0,0
1.2825000,49.0128800,5,90,0,0
1.2837100,45.8272900,5,90,0,0
1.2845500,48.6449800,5,90,0,0
1.2856200,46.9258000,5,90,0,0
1.2958300,46.9225300,5,90,0,0
1.3168400,43.9243500,5,90,0,0
1.3169500,45.1284900,5,90,0,0
1.3352700,48.1269200,5,90,0,0
1.3400000,48.1332000,5,90,0,0
1.3829800,48.1898300,5,90,0,0
1.4011100,49.2316700,5,90,0,0
1.4038900,48.2231000,5,90,0,0
1.4095100,44.0605300,5,90,0,0
1.4170300,49.0094500,5,90,0,0
1.4213800,48.6050300,5,90,0,0
1.4328800,49.7498800,5,90,0,0
1.4375000,44.0424100,5,90,0,0
1.4658200,47.2781300,5,90,0,0
1.4738100,47.6533600,5,90,0,0
1.4905500,49.7377500,5,90,0,0
1.4914000,45.7811500,5,90,0,0
1.5135400,45.1072900,5,90,0,0
1.5319400,47.9686100,5,90,0,0
1.5407100,49.1474700,5,90,0,0
1.5437700,48.5371400,5,90,0,0
1.5463000,48.5435000,5,90,0,0
1.5500300,45.8781400,5,90,0,0
1.5695100,47.1482100,5,90,0,0
1.5857900,49.1996200,5,90,0,0
1.5862400,49.0265900,5,90,0,0
1.5874300,45.3024500,5,90,0,0
1.5935300,49.2152800,5,90,0,0
1.6130000,47.2617400,5,90,0,0
1.6196400,49.9167000,5,90,0,0
1.6305300,49.5404600,5,90,0,0
1.6828500,47.3209000,5,90,0,0
1.6829500,46.7867500,5,90,0,0
1.6901100,45.2141500,5,90,0,0
1.6945700,49.4882800,5,90,0,0
1.8017900,48.5122600,5,90,0,0
1.8136500,47.2864200,5,90,0,0
1.8202800,48.6478000,5,90,0,0
1.8215000,47.2848000,5,90,0,0
1.8316900,48.6060500,5,90,0,0
1.8325000,48.5631200,5,90,0,0
1.8370500,48.6624800,5,90,0,0
1.8500700,44.9043800,5,90,0,0
1.9143800,48.7984200,5,90,0,0
1.9327800,49.0820000,5,90,0,0
1.9500000,49.1563900,5,90,0,0
1.9582000,47.9239800,5,90,0,0
1.9681900,48.0241600,5,90,0,0
1.9906400,48.2994500,5,90,0,0
2.0068000,48.3209500,5,90,0,0
2.0128700,49.5131100,5,90,0,0
2.0260300,46.5713100,5,90,0,0
2.0343200,48.5057400,5,90,0,0
2.0443800,50.0353100,5,90,0,0
2.0725500,43.9158700,5,90,0,0
2.0877200,48.9787500,5,90,0,0
2.0900000,48.9742000,5,90,0,0
2.0902800,49.5119400,5,90,0,0
2.1007800,48.6638500,5,90,0,0
2.1108000,48.2554000,5,90,0,0
2.1137500,49.9870800,5,90,0,0
2.1316700,48.4180600,5,90,0,0
2.1642900,44.0047000,5,90,0,0
2.1669100,43.9996300,5,90,0,0
2.1730000,48.3955000,5,90,0,0
2.1774400,43.8765700,5,90,0,0
2.1900500,49.4129600,5,90,0,0
2.1901100,48.7077300,5,90,0,0
2.3702800,48.5919400,5,90,0,0
2.3768400,46.2690600,5,90,0,0
2.3842600,49.9253200,5,90,0,0
2.3850100,49.0017300,5,90,0,0
2.3861000,46.2748100,5,90,0,0
2.4076000,44.8967000,5,90,0,0
2.4080300,48.7740700,5,90,0,0
2.4143000,50.4186000,5,90,0,0
2.4182300,49.0955300,5,90,0,0
2.4294400,49.3486100,5,90,0,0
2.4327000,48.8176100,5,90,0,0
2.4345900,47.4116800,5,90,0,0
2.4375000,47.7947200,5,90,0,0
2.4488200,48.8166400,5,90,0,0
2.4488400,44.9117100,5,90,0,0
2.4522700,49.2992600,5,90,0,0
2.4539200,48.9076100,5,90,0,0
2.4676600,45.8928700,5,90,0,0
2.4902800,49.0092200,5,90,0,0
2.5023600,49.3731800,5,90,0,0
2.5041400,48.6452100,5,90,0,0
2.5059200,48.6483700,5,90,0,0
2.5118000,50.3408000,5,90,0,0
2.5122200,49.0488900,5,90,0,0
2.5246900,48.4713100,5,90,0,0
2.5291800,49.0777200,5,90,0,0
2.5402500,48.4675300,5,90,0,0
2.5446500,49.9715600,5,90,0,0
2.5620500,49.1740200,5,90,0,0
2.5684800,49.2216800,5,90,0,0
2.5722200,44.4669400,5,90,0,0
2.5789300,50.4502000,5,90,0,0
2.5846700,50.4485000,5,90,0,0
2.6028200,50.5343400,5,90,0,0
2.6058100,48.4557000,5,90,0,0
2.6099700,48.4555300,5,90,0,0
2.6121700,47.1142900,5,90,0,0
2.6406000,48.9419300,5,90,0,0
2.6508200,43.8763000,5,90,0,0
2.6510600,48.7664800,5,90,0,0
2.6533600,50.4395800,5,90,0,0
2.6534600,48.4382400,5,90,0,0
2.6651000,48.5875100,5,90,0,0
2.6676000,49.4033000,5,90,0,0
2.6735100,45.0154300,5,90,0,0
2.6794300,48.4722300,5,90,0,0
2.6839200,48.8660000,5,90,0,0
2.6850000,48.6497200,5,90,0,0
2.6907700,50.4353000,5,90,0,0
2.6947800,44.3904100,5,90,0,0
2.7219400,48.7332500,5,90,0,0
2.7336100,47.9011100,5,90,0,0
2.7364900,48.4202700,5,90,0,0
2.7368500,44.5068100,5,90,0,0
2.7382200,44.5039900,5,90,0,0
2.7626500,48.0552100,5,90,0,0
2.7807400,48.3783600,5,90,0,0
2.8121900,49.7472800,5,90,0,0
2.8174000,49.7508500,5,90,0,0
2.8456100,48.9578600,5,90,0,0
2.8578000,48.7480500,5,90,0,0
2.8753400,50.5800300,5,90,0,0
2.8827100,48.3613600,5,90,0,0
2.9198600,45.8588100,5,90,0,0
2.9273100,50.5898000,5,90,0,0
2.9488900,50.3341700,5,90,0,0
2.9679600,44.0416200,5,90,0,0
2.9686800,50.6413700,5,90,0,0
2.9734200,44.0451000,5,90,0,0
3.0200000,50.6607400,5,90,0,0
3.0572300,50.3518500,5,90,0,0
3.0793000,45.8251000,5,90,0,0
3.0817600,44.1785200,5,90,0,0
3.0882000,44.1201600,5,90,0,0
3.1376600,46.8531500,5,90,0,0
3.1412200,46.8584800,5,90,0,0
3.1413500,44.0123000,5,90,0,0
3.1539200,46.7445600,5,90,0,0
3.1603900,46.9113800,5,90,0,0
3.1612600,50.2687100,5,90,0,0
3.1742700,49.3969100,5,90,0,0
3.1785300,50.0735000,5,90,0,0
3.2025200,44.4855600,5,90,0,0
3.2133600,50.0631900,5,90,0,0
3.2144900,48.2824300,5,90,0,0
3.2167900,45.6017000,5,90,0,0
3.2189800,48.2791300,5,90,0,0
3.2292300,50.3808700,5,90,0,0
3.2338900,45.5930600,5,90,0,0
3.2339400,49.9553000,5,90,0,0
3.2410700,46.9612800,5,90,0,0
3.2412700,47.8737100,5,90,0,0
3.2425200,49.9409500,5,90,0,0
3.2433600,49.8594700,5,90,0,0
3.2575500,49.6888900,5,90,0,0
3.2594500,45.8169200,5,90,0,0
3.2607200,50.3673600,5,90,0,0
3.2844700,46.2352000,5,90,0,0
3.2860000,46.2447200,5,90,0,0
3.2913900,50.3457800,5,90,0,0
3.2953600,47.7796900,5,90,0,0
3.3019200,48.1619900,5,90,0,0
21.5948400,47.5712000,2,70,1,320
0.0521700,47.8023000,5,90,0,0
0.0552300,48.4501000,5,90,0,0
0.1050100,44.3390400,5,90,0,0
0.1071800,44.3450500,5,90,0,0
0.1194400,45.3842000,5,90,0,0
0.1722800,47.9973500,5,90,0,0
0.2015700,49.2914200,5,90,0,0
0.2028800,45.9755600,5,90,0,0
0.2052800,48.0348000,5,90,0,0
0.2430100,46.6312000,5,90,0,0
0.2811100,46.5222300,5,90,0,0
0.2949900,44.1420400,5,90,0,0
0.2969300,44.5396700,5,90,0,0
0.3051400,44.5462800,5,90,0,0
0.3078600,48.8105500,5,90,0,0
0.3213100,48.5875500,5,90,0,0
0.3263700,45.7258500,5,90,0,0
