;lon,lat,descr
4.709, 50.95199, "[VB][ROTSELAAR-001]Provinciebaan  ( N50.95199 E4.709 ) "
4.71011, 50.95151, "[VB][ROTSELAAR-002]Provinciebaan  ( N50.95151 E4.71011 ) "
4.7118, 50.88573, "[VB][LEUVEN-020]Vuurkruisenlaan ( N50.88573 E4.7118 ) "
4.74907, 50.94605, "[VB][WEZEMAAL-001]Aarschotsesteenweg ( N50.94605 E4.74907 ) "
4.74912, 50.88756, "[VB][KESSEL-LO-004]Diestsesteenweg ( N50.88756 E4.74912 ) "
4.75618, 50.95113, "[VB][WEZEMAAL-002]Aarschotsesteenweg ( N50.95113 E4.75618 ) "
4.83686, 51.00507, "[VB][AARSCHOT-018]Herseltsesteenweg ( N51.00507 E4.83686 ) "
4.90237, 51.17539, "[AW][SINT-JOZEF-OLEN-001]Lichtaartseweg ( N51.17539 E4.90237 ) "
4.97805, 51.06779, "[AW][VEERLE-002]Oude Geelsebaan ( N51.06779 E4.97805 ) "
4.97913, 51.20588, "[AW][TENAARD-003]Grote Steenweg ( N51.20588 E4.97913 ) "
4.98982, 51.06649, "[AW][VEERLE-001]Diestsebaan ( N51.06649 E4.98982 ) "
4.99576, 51.09784, "[AW][EINDHOUT-002]Plein ( N51.09784 E4.99576 ) "
5.00765, 51.16993, "[AW][GEEL-018]Logen ( N51.16993 E5.00765 ) "
5.00894, 51.10734, "[AW][EINDHOUT-003]Steenweg op Meerhout ( N51.10734 E5.00894 ) "
5.01153, 51.12611, "[AW][WINKELOMHEIDE-002]Winkelomseheide ( N51.12611 E5.01153 ) "
5.05839, 51.12242, "[AW][ZITTAART-001]Bevrijdingslaan ( N51.12242 E5.05839 ) "
4.28998, 51.28613, "[AW][ANTWERPEN-026]R2 ( N51.28613 E4.28998 ) "
4.32158, 51.83751, "[ZH][SPIJKENISSE-001]Heemraadlaan ( N51.83751 E4.32158 ) "
4.33499, 51.81178, "[ZH][NIEUWBEIJERLAND-003]Spuidijk ( N51.81178 E4.33499 ) "
4.34155, 51.84604, "[ZH][SPIJKENISSE-002]Schenkelweg ( N51.84604 E4.34155 ) "
4.34383, 51.75694, "[ZH][ZUIDBEIJERLAND-001]Molendijk ( N51.75694 E4.34383 ) "
4.36785, 51.78115, "[ZH][PIERSHIL-003]Zuidzijdzedijk ( N51.78115 E4.36785 ) "
4.37439, 51.86243, "[ZH][HOOGVLIET-003]Groene Kruisweg ( N51.86243 E4.37439 ) "
4.37581, 51.86238, "[ZH][HOOGVLIET-002]Groene Kruisweg ( N51.86238 E4.37581 ) "
4.37659, 51.74882, "[ZH][ZUIDBEIJERLAND-002]Dorpsstraat ( N51.74882 E4.37659 ) "
4.39796, 51.81861, "[ZH][OUDBEIJERLAND-003]Zinkweg ( N51.81861 E4.39796 ) "
4.40484, 51.81643, "[ZH][OUDBEIJERLAND-002]Rembrandstraat  ( N51.81643 E4.40484 ) "
4.43459, 51.76891, "[ZH][KLAASWAAL-004]Oud Cromstrijense Dijk Wz ( N51.76891 E4.43459 ) "
4.43889, 51.77591, "[ZH][KLAASWAAL-002]Molendijk ( N51.77591 E4.43889 ) "
4.44009, 51.74254, "[ZH][NUMANSDORP-002]Rijksstraatweg ( N51.74254 E4.44009 ) "
4.44076, 51.74414, "[ZH][NUMANSDORP-001]Rijksstraatweg ( N51.74414 E4.44076 ) "
4.44173, 51.76879, "[ZH][KLAASWAAL-003]Oud Cromstrijense Dijk Wz ( N51.76879 E4.44173 ) "
4.44329, 51.76986, "[ZH][KLAASWAAL-001]Molendijk ( N51.76986 E4.44329 ) "
4.47191, 51.89398, "[ZH][ROTTERDAM-034]Maastunnel ( N51.89398 E4.47191 ) "
4.50173, 51.90445, "[ZH][ROTTERDAM-048]Laan op Zuid ( N51.90445 E4.50173 ) "
4.50327, 51.31148, "[AW][BRASSCHAAT-010]Gyotdreef ( N51.31148 E4.50327 ) "
4.50341, 51.31161, "[AW][BRASSCHAAT-008]Guyotdreef ( N51.31161 E4.50341 ) "
4.50381, 51.90383, "[ZH][ROTTERDAM-036]Laan Op Zuid ( N51.90383 E4.50381 ) "
4.50751, 51.73395, "[ZH][STRIJEN-002]Groot Cromstrijensedijk ( N51.73395 E4.50751 ) "
4.52727, 51.32595, "[AW][MARIA-TER-HEIDE-001]Brechtsebaan ( N51.32595 E4.52727 ) "
4.52738, 51.3258, "[AW][MARIA-TER-HEIDE-002]Brechtsebaan ( N51.3258 E4.52738 ) "
4.55183, 51.80669, "[ZH][PUTTERSHOEK-002]Rustenburgstraat ( N51.80669 E4.55183 ) "
4.55711, 51.81038, "[ZH][PUTTERSHOEK-001]Rustenburgstraat ( N51.81038 E4.55711 ) "
