;lon,lat,descr
2.81716, 50.88583, "[WV][ELVERDINGE-002]Veurnseweg ( N50.88583 E2.81716 ) "
2.81779, 50.88589, "[WV][ELVERDINGE-001]Veurnseweg ( N50.88589 E2.81779 ) "
2.86359, 51.20445, "[WV][RAVERSIJDE-002]Nieuwpoortsesteenweg ( N51.20445 E2.86359 ) "
3.13076, 50.94849, "[WV][ROESELARE-005]Ardooisesteenweg ( N50.94849 E3.13076 ) "
3.13117, 50.94885, "[WV][ROESELARE-001]Ardooisesteenweg ( N50.94885 E3.13117 ) "
3.13776, 50.95102, "[WV][ROESELARE-002]Ardooisesteenweg ( N50.95102 E3.13776 ) "
3.13793, 50.95118, "[WV][ROESELARE-004]Mandellaan ( N50.95118 E3.13793 ) "
3.13833, 50.95091, "[WV][ROESELARE-017]Mandellaan ( N50.95091 E3.13833 ) "
3.1386, 50.95109, "[WV][ROESELARE-003]Ardooisesteenweg ( N50.95109 E3.1386 ) "
3.18166, 51.19741, "[WV][SINT-ANDRIES-001]Gistelsesteenweg ( N51.19741 E3.18166 ) "
3.2085, 51.20345, "[WV][BRUGGE-015]Torhoutsesteenweg ( N51.20345 E3.2085 ) "
3.20884, 51.2038, "[WV][BRUGGE-014]Canadaplein ( N51.2038 E3.20884 ) "
3.21438, 51.21158, "[WV][BRUGGE-030]Gulden Vlieslaan ( N51.21158 E3.21438 ) "
3.21467, 51.19875, "[WV][BRUGGE-026]Koning Albert I-laan ( N51.19875 E3.21467 ) "
3.21606, 51.21475, "[WV][BRUGGE-010]Gulden-Vlieslaan ( N51.21475 E3.21606 ) "
3.21683, 51.21583, "[WV][BRUGGE-009]Koningin Elisabethlaan ( N51.21583 E3.21683 ) "
3.25431, 50.83197, "[WV][KORTRIJK-007]Burgemeester Vercruysselaan ( N50.83197 E3.25431 ) "
3.25523, 50.83244, "[WV][KORTRIJK-008]Meensestraat ( N50.83244 E3.25523 ) "
3.25831, 50.83368, "[WV][KORTRIJK-003]Brugsestraat ( N50.83368 E3.25831 ) "
3.25865, 50.83402, "[WV][KORTRIJK-006]Burgemeester Vercruysselaan ( N50.83402 E3.25865 ) "
3.26196, 50.83537, "[WV][KORTRIJK-001]Brugsestraat ( N50.83537 E3.26196 ) "
3.26275, 50.83551, "[WV][KORTRIJK-004]Burgemeester Vercruysselaan ( N50.83551 E3.26275 ) "
3.35894, 50.88003, "[WV][DESSELGEM-004]Liebaertstraat ( N50.88003 E3.35894 ) "
3.35962, 50.87982, "[WV][DESSELGEM-003]Sprietestraat ( N50.87982 E3.35962 ) "
3.53357, 50.97996, "[OV][DEINZE-001]Gentstraat ( N50.97996 E3.53357 ) "
3.53419, 50.98016, "[OV][DEINZE-004]Gentstraat ( N50.98016 E3.53419 ) "
3.57497, 51.18031, "[OV][EEKLO-003]Koningin Astridplein ( N51.18031 E3.57497 ) "
3.87824, 50.89976, "[OV][HERZELE-001]Provincieweg ( N50.89976 E3.87824 ) "
3.87929, 50.89998, "[OV][HERZELE-002]Provincieweg ( N50.89998 E3.87929 ) "
3.9803, 50.93495, "[OV][ERPE-001]Grote Zadelweg ( N50.93495 E3.9803 ) "
4.02371, 50.93835, "[OV][B-AALST-012]Gentsesteenweg ( N50.93835 E4.02371 ) "
4.01582, 50.93991, "[OV][B-AALST-017]Gentsesteenweg ( N50.93991 E4.01582 ) "
4.01485, 50.94001, "[OV][B-AALST-016]Gentsesteenweg ( N50.94001 E4.01485 ) "
3.70127, 51.00926, "[OV][ZWIJNAARDE-002]Grotesteenweg-Noord ( N51.00926 E3.70127 ) "
3.71951, 51.04189, "[OV][GENT-009]Charles de Kerckehovelaan ( N51.04189 E3.71951 ) "
3.71846, 51.04219, "[OV][GENT-008]Ijzerlaan ( N51.04219 E3.71846 ) "
3.74114, 51.05152, "[OV][GENT-005]Heernislaan ( N51.05152 E3.74114 ) "
3.74056, 51.05204, "[OV][GENT-006]Kasteellaan ( N51.05204 E3.74056 ) "
3.6952, 51.056, "[OV][GENT-002]Rooigemlaan ( N51.056 E3.6952 ) "
3.69475, 51.0561, "[OV][GENT-003]Drongensesteenweg ( N51.0561 E3.69475 ) "
3.69455, 51.05638, "[OV][GENT-001]Rooigemlaan ( N51.05638 E3.69455 ) "
3.73482, 51.06286, "[OV][GENT-018]Stapelplein ( N51.06286 E3.73482 ) "
3.7343, 51.06326, "[OV][GENT-017]Stapelplein ( N51.06326 E3.7343 ) "
3.70888, 51.06522, "[OV][GENT-004]Gasmeterlaan ( N51.06522 E3.70888 ) "
3.73754, 51.07403, "[OV][GENT-007]Pauwstraat ( N51.07403 E3.73754 ) "
3.73846, 51.07418, "[OV][GENT-011]Vliegtuiglaan ( N51.07418 E3.73846 ) "
3.72643, 51.08813, "[OV][WONDELGEM-001]Wondelgemkaai ( N51.08813 E3.72643 ) "
3.72694, 51.08888, "[OV][WONDELGEM-002]Wondelgemkaai ( N51.08888 E3.72694 ) "
3.6986, 51.11101, "[OV][EVERGEM-001]Kwadeweg ( N51.11101 E3.6986 ) "
3.98278, 51.11102, "[OV][LOKEREN-002]Tweebruggenstraat ( N51.11102 E3.98278 ) "
3.98407, 51.11136, "[OV][LOKEREN-003]Bergendriesstraat ( N51.11136 E3.98407 ) "
3.57608, 51.17977, "[OV][EEKLO-002]Gentsesteenweg ( N51.17977 E3.57608 ) "
3.80955, 51.20218, "[OV][ZELZATE-004]Kanaalstraat ( N51.20218 E3.80955 ) "
3.81007, 51.20255, "[OV][ZELZATE-003]Kanaalstraat ( N51.20255 E3.81007 ) "
4.18724, 50.67409, "[WB][TUBIZE-002]Chaussée de Mons ( N50.67409 E4.18724 ) "
4.18769, 50.67494, "[WB][TUBIZE-001]Chausée de Mons ( N50.67494 E4.18769 ) "
4.17054, 50.75613, "[VB][PEPINGEN-001]Steenweg naar Ninove ( N50.75613 E4.17054 ) "
4.11908, 50.77769, "[VB][LEERBEEK-003]Edingsesteenweg ( N50.77769 E4.11908 ) "
4.11869, 50.77787, "[VB][LEERBEEK-001]Ninoofsesteenweg ( N50.77787 E4.11869 ) "
4.11941, 50.77793, "[VB][LEERBEEK-002]Ninoofsesteenweg ( N50.77793 E4.11941 ) "
4.11908, 50.77815, "[VB][LEERBEEK-004]Edingsesteenweg ( N50.77815 E4.11908 ) "
4.28868, 50.80159, "[VB][SINT-PIETERS-LEEUW-005]Bergensesteenweg ( N50.80159 E4.28868 ) "
4.28867, 50.80216, "[VB][SINT-PIETERS-LEEUW-006]Kruising Bergense steenweg ( N50.80216 E4.28867 ) "
4.29468, 50.8371, "[BG][ANDERLECHT-005]Sylvain Dupuislaan ( N50.8371 E4.29468 ) "
4.29605, 50.83718, "[BG][ANDERLECHT-006]Sylvain Dupuislaan ( N50.83718 E4.29605 ) "
4.29038, 50.87074, "[BG][SINT-AGATHA-BERCHEM-002]Keizer Karellaan ( N50.87074 E4.29038 ) "
4.29132, 50.87096, "[BG][SINT-AGATHA-BERCHEM-001]Keizer Karellaan ( N50.87096 E4.29132 ) "
4.19661, 50.91182, "[VB][ASSE-001]Steenweg ( N50.91182 E4.19661 ) "
4.19631, 50.91197, "[VB][ASSE-002]Kalkhoven ( N50.91197 E4.19631 ) "
4.11145, 50.91264, "[VB][HEKELGEM-003]Brusselbaan ( N50.91264 E4.11145 ) "
4.10559, 50.91326, "[VB][HEKELGEM-001]Brusselbaan ( N50.91326 E4.10559 ) "
