;lon,lat,descr
3.01576, 50.78858, "RF - 90KMH - 240"
3.06955, 50.796, "RF - 90KMH - 025"
3.35029, 50.84535, "RF - 90KMH - 110"
3.35111, 50.84553, "RF - 90KMH - 111"
2.80128, 50.85357, "RF - 90KMH - 125"
2.85232, 50.85836, "RF - 90KMH - 124"
2.85967, 50.86394, "RF - 90KMH - 313"
2.85995, 50.86453, "RF - 90KMH - 312"
3.60739, 50.86992, "RF - 90KMH - 001"
2.88735, 50.87098, "RF - 90KMH - 122"
2.88812, 50.87126, "RF - 90KMH - 123"
3.43925, 50.87317, "RF - 90KMH - 017"
2.9177, 50.87513, "RF - 90KMH - 120"
2.9182, 50.87578, "RF - 90KMH - 121"
3.42323, 50.87828, "RF - 90KMH - 015"
3.42404, 50.87839, "RF - 90KMH - 016"
3.41703, 50.88156, "RF - 90KMH - 014"
3.41616, 50.8818, "RF - 90KMH - 013"
3.82843, 50.89853, "RF - 90KMH - 005"
3.15767, 50.92172, "RF - 90KMH - 167"
3.15874, 50.92199, "RF - 90KMH - 166"
3.13945, 50.92279, "RF - 90KMH - 225"
3.14011, 50.92294, "RF - 90KMH - 224"
3.10203, 50.93354, "RF - 90KMH - 182"
3.10132, 50.93392, "RF - 90KMH - 183"
3.09835, 50.94606, "RF - 90KMH - 180"
3.09785, 50.94651, "RF - 90KMH - 181"
3.09919, 50.95122, "RF - 90KMH - 178"
3.09947, 50.95154, "RF - 90KMH - 108"
3.09885, 50.95199, "RF - 90KMH - 179"
3.64613, 50.95629, "RF - 90KMH - 002"
3.64583, 50.95683, "RF - 90KMH - 003"
3.1012, 50.96064, "RF - 90KMH - 226"
3.10081, 50.96141, "RF - 90KMH - 227"
3.27891, 50.99114, "RF - 90KMH - 228"
3.27948, 50.99156, "RF - 90KMH - 229"
3.6911, 51.0009, "RF - 90KMH - 004"
3.65553, 51.0512, "RF - 90KMH - 160"
2.69256, 51.1006, "RF - 90KMH - 223"
2.69257, 51.10103, "RF - 90KMH - 222"
2.69327, 51.10053, "RF - 90KMH - 220"
2.69329, 51.101, "RF - 90KMH - 221"
3.35368, 51.27606, "RF - 90KMH - 252"
3.35455, 51.27594, "RF - 90KMH - 022"
3.43326, 51.11132, "RF - 90KMH - 188"
3.43402, 51.11098, "RF - 90KMH - 189"
3.43536, 51.1046, "RF - 90KMH - 191"
